"","numid|f","X|f","Word|s","Unnamed|f","FREQcount|f","Cdcount|f","FREQlow|f","Cdlow|f","SUBLTLWF|f","Lg10WF|f","SUBTLCD|f","Lg10CD|f","Dom_PoS_SUBTLEX|f","Freq_dom_PoS_SUBTLEX|f","Percentage_dom_PoS|f","Zipfvalue|f","cmu_sylls|f","BF_TP|f","LEN_L|f","N|f","Zipfvalue_incl|f","Zipfvalue_cat|s"
"186",10758,10757,"maze",39614,130,79,106,71,2.549019608,2.117271296,0.94182165,1.903089987,"Noun",104,0.8,3.409105438,1,16,4,11,1,"low"
"187",5014,5013,"disc",18488,131,77,122,73,2.568627451,2.120573931,0.917978064,1.892094603,"Noun",129,1,3.412408073,1,13,4,2,1,"low"
"188",16593,16592,"spleen",61492,131,91,113,84,2.568627451,2.120573931,1.084883166,1.963787827,"Noun",131,1,3.412408073,1,40.2,6,0,1,"low"
"189",7584,7583,"gram",28073,132,93,102,73,2.588235294,2.123851641,1.108726753,1.973127854,"Noun",132,1,3.415685783,1,19.33,4,7,1,"low"
"190",10322,10321,"lug",38166,132,104,118,99,2.588235294,2.123851641,1.239866476,2.021189299,"Noun",84,0.636363636,3.415685783,1,5.5,3,12,1,"low"
"191",4012,4011,"coup",14698,133,106,123,98,2.607843137,2.127104798,1.263710062,2.029383778,"Noun",135,0.97826087,3.418938941,1,20.33,4,1,1,"low"
"192",7684,7683,"grinch",28436,133,26,3,3,2.607843137,2.127104798,0.309966619,1.431363764,"Noun",78,0.590909091,3.418938941,1,56.2,6,0,1,"low"
"193",8494,8493,"hoot",31034,133,120,125,114,2.607843137,2.127104798,1.430615165,2.08278537,"Noun",117,0.886363636,3.418938941,1,32.67,4,13,1,"low"
"194",972,971,"awe",4122,134,95,93,81,2.62745098,2.130333768,1.132570339,1.982271233,"Noun",110,0.820895522,3.422167911,1,2,3,10,1,"low"
"195",8053,8052,"harp",29553,134,81,105,68,2.62745098,2.130333768,0.965665236,1.913813852,"Noun",135,1,3.422167911,1,31.67,4,7,1,"low"
"196",9346,9345,"jug",35123,134,75,118,70,2.62745098,2.130333768,0.894134478,1.880813592,"Noun",134,1,3.422167911,1,6,3,13,1,"low"
"197",6625,6624,"flap",24641,135,105,112,94,2.647058824,2.133538908,1.251788269,2.025305865,"Noun",82,0.607407407,3.425373051,1,18.67,4,10,1,"low"
"198",6830,6829,"fore",25359,135,96,78,60,2.647058824,2.133538908,1.144492132,1.986771734,"Noun",61,0.451851852,3.425373051,1,32.33,4,15,1,"low"
"199",14896,14895,"roach",55317,135,73,89,59,2.647058824,2.133538908,0.870290892,1.86923172,"Noun",91,0.674074074,3.425373051,1,41,5,3,1,"low"
"200",17869,17868,"tights",66363,135,78,129,76,2.647058824,2.133538908,0.929899857,1.897627091,"Noun",135,1,3.425373051,1,48.6,6,6,1,"low"
"201",1661,1660,"bleep",6499,136,53,129,51,2.666666667,2.136720567,0.631855031,1.73239376,"Noun",126,0.933333333,3.428554709,1,27.5,5,2,1,"low"
"202",1763,1762,"blush",6830,136,115,127,110,2.666666667,2.136720567,1.371006199,2.064457989,"Noun",91,0.669117647,3.428554709,1,30,5,4,1,"low"
"203",8487,8486,"hoop",31020,137,93,120,87,2.68627451,2.139879086,1.108726753,1.973127854,"Noun",121,0.889705882,3.431713229,1,30.33,4,6,1,"low"
"204",7683,7682,"grin",28435,138,118,128,114,2.705882353,2.1430148,1.406771578,2.075546961,"Noun",114,0.826086957,3.434848942,1,17.33,4,6,1,"low"
"205",18296,18295,"troll",67858,138,54,107,48,2.705882353,2.1430148,0.643776824,1.740362689,"Noun",135,0.992647059,3.434848942,1,37.75,5,2,1,"low"
"206",7748,7747,"grub",28617,139,106,123,101,2.725490196,2.146128036,1.263710062,2.029383778,"Noun",135,0.97826087,3.437962178,1,7.33,4,1,1,"low"
"207",4235,4234,"crotch",15393,140,113,128,109,2.745098039,2.149219113,1.347162613,2.056904851,"Noun",123,0.878571429,3.441053255,1,45.8,6,2,1,"low"
"208",12168,12167,"orb",44752,140,67,122,61,2.745098039,2.149219113,0.798760134,1.832508913,"Noun",140,1,3.441053255,1,1.5,3,1,1,"low"
"209",16609,16608,"spook",61584,140,106,128,101,2.745098039,2.149219113,1.263710062,2.029383778,"Noun",69,0.492857143,3.441053255,1,26,5,4,1,"low"
"210",18362,18361,"tug",68097,140,79,82,69,2.745098039,2.149219113,0.94182165,1.903089987,"Noun",85,0.611510791,3.441053255,1,6.5,3,12,1,"low"
"211",7005,7004,"fright",26019,141,113,131,111,2.764705882,2.152288344,1.347162613,2.056904851,"Noun",141,1,3.444122487,1,38.8,6,4,1,"low"
"212",16201,16200,"slime",59848,141,106,126,101,2.764705882,2.152288344,1.263710062,2.029383778,"Noun",127,0.90070922,3.444122487,1,27.25,5,3,1,"low"
"213",16681,16680,"squid",61853,141,75,112,65,2.764705882,2.152288344,0.894134478,1.880813592,"Noun",141,0.992957746,3.444122487,1,9.25,5,1,1,"low"
"214",16819,16818,"stealth",62252,142,78,80,53,2.784313725,2.155336037,0.929899857,1.897627091,"Noun",142,1,3.44717018,1,47.5,7,0,1,"low"
"215",2173,2172,"bronze",8068,143,99,90,68,2.803921569,2.158362492,1.180257511,2,"Noun",142,0.993006993,3.450196634,1,35.4,6,0,1,"low"
"216",3301,3300,"clause",11808,143,99,122,89,2.803921569,2.158362492,1.180257511,2,"Noun",130,0.909090909,3.450196634,1,40,6,0,1,"low"
"217",4096,4095,"cramp",14925,143,109,128,104,2.803921569,2.158362492,1.299475441,2.041392685,"Noun",97,0.678321678,3.450196634,1,43,5,3,1,"low"
"218",6457,6456,"fiend",24156,143,110,136,105,2.803921569,2.158362492,1.311397234,2.045322979,"Noun",140,0.979020979,3.450196634,1,22,5,1,1,"low"
"219",5386,5385,"drone",20009,144,54,133,53,2.823529412,2.161368002,0.643776824,1.740362689,"Noun",120,0.833333333,3.453202144,1,41,5,3,1,"low"
"220",3903,3902,"cork",14291,146,116,113,90,2.862745098,2.167317335,1.382927992,2.068185862,"Noun",112,0.777777778,3.459151477,1,30.33,4,8,1,"low"
"221",4839,4838,"deuce",17772,146,84,82,62,2.862745098,2.167317335,1.001430615,1.929418926,"Noun",92,0.630136986,3.459151477,1,20.5,5,0,1,"low"
"222",12913,12912,"pest",47573,146,112,116,97,2.862745098,2.167317335,1.33524082,2.053078443,"Noun",145,1,3.459151477,1,23.33,4,14,1,"low"
"223",2309,2308,"bun",8462,147,109,111,85,2.882352941,2.170261715,1.299475441,2.041392685,"Noun",145,0.986394558,3.462095858,1,8,3,17,1,"low"
"224",13910,13909,"puck",51092,147,56,108,39,2.882352941,2.170261715,0.66762041,1.755874856,"Noun",103,0.705479452,3.462095858,1,25,4,13,1,"low"
"225",14236,14235,"ramp",52145,147,101,139,98,2.882352941,2.170261715,1.204101097,2.008600172,"Noun",147,1,3.462095858,1,22,4,8,1,"low"
"226",10600,10599,"mare",39115,148,85,113,65,2.901960784,2.173186268,1.013352408,1.934498451,"Noun",110,0.74829932,3.465020411,1,43.67,4,22,1,"low"
"227",3736,3735,"cone",13333,149,114,126,102,2.921568627,2.176091259,1.359084406,2.06069784,"Noun",146,0.986486486,3.467925401,1,32.67,4,18,1,"low"
"228",15931,15930,"shred",58832,150,129,134,118,2.941176471,2.178976947,1.537911302,2.113943352,"Noun",95,0.641891892,3.470811089,1,76.75,5,3,1,"low"
"229",16220,16219,"slope",59933,150,120,125,104,2.941176471,2.178976947,1.430615165,2.08278537,"Noun",147,0.98,3.470811089,1,32.25,5,3,1,"low"
"230",2518,2517,"calf",9040,151,108,132,100,2.960784314,2.181843588,1.287553648,2.037426498,"Noun",150,0.993377483,3.47367773,1,22.33,4,3,1,"low"
"231",15941,15940,"shrine",58867,151,93,121,88,2.960784314,2.181843588,1.108726753,1.973127854,"Noun",151,1,3.47367773,1,90,6,1,1,"low"
"232",18723,18722,"veil",70950,151,108,146,104,2.960784314,2.181843588,1.287553648,2.037426498,"Noun",144,0.953642384,3.47367773,1,11.67,4,2,1,"low"
"233",4289,4288,"cube",15597,152,91,121,70,2.980392157,2.184691431,1.084883166,1.963787827,"Noun",152,1,3.476525573,1,10.33,4,4,1,"low"
"234",3152,3151,"chimp",11109,153,57,150,57,3,2.187520721,0.679542203,1.763427994,"Noun",142,0.928104575,3.479354863,1,30,5,4,1,"low"
"235",3367,3366,"cloak",12000,153,92,147,90,3,2.187520721,1.096804959,1.968482949,"Noun",151,0.986928105,3.479354863,1,29.5,5,2,1,"low"
"236",6660,6659,"flaw",24743,155,130,154,129,3.039215686,2.193124598,1.549833095,2.117271296,"Noun",155,1,3.48495874,1,16,4,9,1,"low"
"237",3213,3212,"chum",11447,156,94,132,91,3.058823529,2.195899652,1.120648546,1.977723605,"Noun",151,0.967948718,3.487733795,1,10.33,4,2,1,"low"
"238",8590,8589,"hub",31365,156,61,63,50,3.058823529,2.195899652,0.727229375,1.792391689,"Noun",137,0.878205128,3.487733795,1,7,3,13,1,"low"
"239",5504,5503,"dwarf",20369,157,93,126,83,3.078431373,2.198657087,1.108726753,1.973127854,"Noun",153,0.974522293,3.490491229,1,21.5,5,0,1,"low"
"240",15832,15831,"shin",58514,157,62,32,29,3.078431373,2.198657087,0.739151168,1.799340549,"Noun",138,0.896103896,3.490491229,1,16.67,4,7,1,"low"
"241",16684,16683,"squire",61871,157,35,61,26,3.078431373,2.198657087,0.417262756,1.556302501,"Noun",155,0.987261146,3.490491229,1,23.2,6,3,1,"low"
"242",18221,18220,"trench",67598,157,102,136,93,3.078431373,2.198657087,1.21602289,2.012837225,"Noun",157,0.993670886,3.490491229,1,45.8,6,1,1,"low"
"243",19033,19032,"wand",71931,157,74,152,73,3.078431373,2.198657087,0.882212685,1.875061263,"Noun",155,1,3.490491229,1,34,4,9,1,"low"
"244",4480,4479,"dane",16172,158,48,0,0,3.098039216,2.201397124,0.572246066,1.69019608,"Noun",158,1,3.493231266,1,33.33,4,18,1,"low"
"245",12718,12717,"paw",46781,159,112,150,107,3.117647059,2.204119983,1.33524082,2.053078443,"Noun",118,0.742138365,3.495954125,1,8.5,3,16,1,"low"
"246",14525,14524,"reign",53534,159,134,143,128,3.117647059,2.204119983,1.597520267,2.130333768,"Noun",116,0.725,3.495954125,1,16.25,5,2,1,"low"
"247",18988,18987,"wage",71782,159,142,158,141,3.117647059,2.204119983,1.692894611,2.155336037,"Noun",126,0.79245283,3.495954125,1,20.67,4,11,1,"low"
"248",1135,1134,"ban",4622,160,84,125,71,3.137254902,2.206825876,1.001430615,1.929418926,"Noun",83,0.51875,3.498660018,1,8.5,3,18,1,"low"
"249",1679,1678,"bliss",6576,160,119,121,99,3.137254902,2.206825876,1.418693371,2.079181246,"Noun",146,0.9125,3.498660018,1,30,5,2,1,"low"
"250",5440,5439,"duct",20156,160,110,143,106,3.137254902,2.206825876,1.311397234,2.045322979,"Noun",121,0.765822785,3.498660018,1,13,4,3,1,"low"
"251",8209,8208,"heist",30048,160,100,142,92,3.137254902,2.206825876,1.192179304,2.004321374,"Noun",154,0.968553459,3.498660018,1,24.25,5,1,1,"low"
"252",16675,16674,"squat",61808,160,133,146,125,3.137254902,2.206825876,1.585598474,2.127104798,"Noun",74,0.4625,3.498660018,1,7.25,5,2,1,"low"
"253",17517,17516,"tar",65016,160,100,132,87,3.137254902,2.206825876,1.192179304,2.004321374,"Noun",134,0.853503185,3.498660018,1,8.5,3,16,1,"low"
"254",7073,7072,"funk",26318,161,78,129,69,3.156862745,2.209515015,0.929899857,1.897627091,"Noun",117,0.735849057,3.501349157,1,21,4,7,1,"low"
"255",14105,14104,"quid",51755,161,75,146,67,3.156862745,2.209515015,0.894134478,1.880813592,"Noun",161,1,3.501349157,1,8.33,4,3,1,"low"
"256",16315,16314,"snitch",60356,161,110,142,100,3.156862745,2.209515015,1.311397234,2.045322979,"Noun",110,0.683229814,3.501349157,1,24.2,6,3,1,"low"
"257",19418,19417,"wool",73458,161,131,153,123,3.156862745,2.209515015,1.561754888,2.120573931,"Noun",161,1,3.501349157,1,25.33,4,6,1,"low"
"258",2212,2211,"brute",8187,162,133,142,119,3.176470588,2.212187604,1.585598474,2.127104798,"Noun",162,1,3.504021747,1,29.25,5,0,1,"low"
"259",6394,6393,"fern",23953,163,28,22,14,3.196078431,2.214843848,0.333810205,1.462397998,"Noun",116,0.716049383,3.50667799,1,16.67,4,1,1,"low"
"260",8238,8237,"hen",30178,163,107,132,93,3.196078431,2.214843848,1.275631855,2.033423755,"Noun",154,0.944785276,3.50667799,1,9,3,17,1,"low"
"261",13961,13960,"pup",51287,164,88,127,83,3.215686275,2.217483944,1.049117787,1.949390007,"Noun",107,0.660493827,3.509318086,1,4.5,3,11,1,"low"
"262",2198,2197,"bruise",8137,165,132,162,130,3.235294118,2.220108088,1.573676681,2.123851641,"Noun",128,0.780487805,3.51194223,1,43,6,1,1,"low"
"263",15011,15010,"rouge",55670,165,100,51,45,3.235294118,2.220108088,1.192179304,2.004321374,"Noun",110,0.662650602,3.51194223,1,37,5,4,1,"low"
"264",16166,16165,"slate",59705,165,128,145,117,3.235294118,2.220108088,1.525989509,2.11058971,"Noun",165,0.988023952,3.51194223,1,43.5,5,6,1,"low"
"265",4044,4043,"cove",14759,166,80,57,33,3.254901961,2.222716471,0.953743443,1.908485019,"Noun",164,0.987951807,3.514550613,1,22.33,4,14,1,"low"
"266",4272,4271,"crust",15521,166,126,163,124,3.254901961,2.222716471,1.502145923,2.103803721,"Noun",164,0.987951807,3.514550613,1,34,5,4,1,"low"
"267",14457,14456,"reel",53181,166,110,137,100,3.254901961,2.222716471,1.311397234,2.045322979,"Noun",101,0.608433735,3.514550613,1,23,4,8,1,"low"
"268",16137,16136,"skunk",59599,166,107,144,101,3.254901961,2.222716471,1.275631855,2.033423755,"Noun",164,0.993939394,3.514550613,1,18.5,5,1,1,"low"
"269",13107,13106,"pint",48243,167,122,159,116,3.274509804,2.225309282,1.454458751,2.089905111,"Noun",167,1,3.517143424,1,32.67,4,11,1,"low"
"270",16188,16187,"sleigh",59805,167,71,158,66,3.274509804,2.225309282,0.846447306,1.857332496,"Noun",145,0.878787879,3.517143424,1,19.8,6,0,1,"low"
"271",18762,18761,"verge",71080,167,146,167,146,3.274509804,2.225309282,1.740581784,2.167317335,"Noun",165,0.988023952,3.517143424,1,28.25,5,4,1,"low"
"272",10046,10045,"lime",37309,168,123,143,109,3.294117647,2.227886705,1.466380544,2.093421685,"Noun",168,1,3.519720847,1,18.67,4,12,1,"low"
"273",11708,11707,"nerd",42966,168,99,144,92,3.294117647,2.227886705,1.180257511,2,"Noun",166,0.994011976,3.519720847,1,15.67,4,2,1,"low"
"274",13092,13091,"ping",48191,168,81,59,35,3.294117647,2.227886705,0.965665236,1.913813852,"Noun",146,0.869047619,3.519720847,1,33,4,13,1,"low"
"275",17388,17387,"sync",64546,168,129,84,73,3.294117647,2.227886705,1.537911302,2.113943352,"Noun",70,0.654205607,3.519720847,1,0.67,4,0,1,"low"
"276",6663,6662,"flea",24755,169,110,133,102,3.31372549,2.230448921,1.311397234,2.045322979,"Noun",139,0.827380952,3.522283064,1,12.67,4,5,1,"low"
"277",11869,11868,"norm",43673,170,64,28,28,3.333333333,2.23299611,0.762994754,1.812913357,"Noun",160,0.941176471,3.524830253,1,20.33,4,3,1,"low"
"278",11894,11893,"notch",43761,170,131,148,129,3.333333333,2.23299611,1.561754888,2.120573931,"Noun",152,0.894117647,3.524830253,1,31,5,1,1,"low"
"279",7413,7412,"glimpse",27490,171,162,171,162,3.352941176,2.235528447,1.931330472,2.212187604,"Noun",162,0.947368421,3.527362589,1,30.83,7,0,1,"low"
"280",17970,17969,"toll",66697,171,151,155,139,3.352941176,2.235528447,1.800190749,2.181843588,"Noun",144,0.842105263,3.527362589,1,37,4,12,1,"low"
"281",15989,15988,"sigh",59081,173,131,163,125,3.392156863,2.240549248,1.561754888,2.120573931,"Noun",129,0.74566474,3.53238339,1,10.33,4,3,1,"low"
"282",13284,13283,"plum",48734,174,112,125,92,3.411764706,2.243038049,1.33524082,2.053078443,"Noun",162,0.931034483,3.534872191,1,12.33,4,5,1,"low"
"283",7393,7392,"glance",27415,175,158,167,150,3.431372549,2.245512668,1.8836433,2.201397124,"Noun",125,0.718390805,3.53734681,1,45.6,6,0,1,"low"
"284",9428,9427,"keg",35422,175,99,159,96,3.431372549,2.245512668,1.180257511,2,"Noun",160,0.914285714,3.53734681,1,4,3,6,1,"low"
"285",10980,10979,"midst",40480,175,157,167,156,3.431372549,2.245512668,1.871721507,2.198657087,"Noun",174,1,3.53734681,1,22.5,5,1,1,"low"
"286",18439,18438,"tux",68297,176,124,175,123,3.450980392,2.247973266,1.478302337,2.096910013,"Noun",170,0.965909091,3.539807409,1,1.5,3,4,1,"low"
"287",19392,19391,"womb",73371,177,141,168,136,3.470588235,2.250420002,1.680972818,2.152288344,"Noun",176,0.994350282,3.542254144,1,12.67,4,3,1,"low"
"288",10701,10700,"mat",39422,178,139,166,135,3.490196078,2.252853031,1.657129232,2.146128036,"Noun",174,0.983050847,3.544687173,1,11.5,3,22,1,"low"
"289",15251,15250,"sap",56458,178,132,171,128,3.490196078,2.252853031,1.573676681,2.123851641,"Noun",162,0.905027933,3.544687173,1,9,3,19,1,"low"
"290",17831,17830,"thug",66190,178,104,113,88,3.490196078,2.252853031,1.239866476,2.021189299,"Noun",179,1,3.544687173,1,9.33,4,3,1,"low"
"291",4260,4259,"crunch",15497,179,125,105,87,3.509803922,2.255272505,1.49022413,2.100370545,"Noun",108,0.606741573,3.547106647,1,39.8,6,1,1,"low"
"292",6758,6757,"foam",25117,179,140,165,132,3.509803922,2.255272505,1.669051025,2.149219113,"Noun",163,0.910614525,3.547106647,1,21,4,4,1,"low"
"293",9851,9850,"ledge",36763,179,109,175,108,3.509803922,2.255272505,1.299475441,2.041392685,"Noun",179,1,3.547106647,1,24,5,4,1,"low"
"294",16921,16920,"stool",62665,179,156,174,153,3.509803922,2.255272505,1.859799714,2.195899652,"Noun",179,1,3.547106647,1,34,5,3,1,"low"
"295",4726,4725,"dent",17272,180,125,131,112,3.529411765,2.257678575,1.49022413,2.100370545,"Noun",149,0.827777778,3.549512717,1,24,4,14,1,"low"
"296",6683,6682,"fling",24849,180,129,157,122,3.529411765,2.257678575,1.537911302,2.113943352,"Noun",128,0.711111111,3.549512717,1,48,5,4,1,"low"
"297",8064,8063,"hash",29609,180,133,164,121,3.529411765,2.257678575,1.585598474,2.127104798,"Noun",132,0.737430168,3.549512717,1,30,4,12,1,"low"
"298",19335,19334,"wink",73144,180,119,136,110,3.529411765,2.257678575,1.418693371,2.079181246,"Noun",103,0.569060773,3.549512717,1,32,4,11,1,"low"
"299",10269,10268,"loot",37927,181,136,168,128,3.549019608,2.260071388,1.621363853,2.136720567,"Noun",143,0.790055249,3.55190553,1,35,4,16,1,"low"
"300",10342,10341,"lump",38216,181,149,177,147,3.549019608,2.260071388,1.776347163,2.176091259,"Noun",156,0.861878453,3.55190553,1,13.67,4,8,1,"low"
"301",11159,11158,"mist",41060,181,121,144,100,3.549019608,2.260071388,1.442536958,2.086359831,"Noun",173,0.955801105,3.55190553,1,25.33,4,8,1,"low"
"302",18709,18708,"veal",70911,181,105,138,93,3.549019608,2.260071388,1.251788269,2.025305865,"Noun",176,0.972375691,3.55190553,1,30.67,4,11,1,"low"
"303",3240,3239,"cinch",11523,182,137,160,130,3.568627451,2.26245109,1.633285646,2.139879086,"Noun",154,0.846153846,3.554285232,1,40.75,5,4,1,"low"
"304",16213,16212,"slob",59914,182,137,172,135,3.568627451,2.26245109,1.633285646,2.139879086,"Noun",173,0.950549451,3.554285232,1,15.67,4,8,1,"low"
"305",2976,2975,"chalk",10509,183,143,151,118,3.588235294,2.264817823,1.704816404,2.158362492,"Noun",183,1,3.556651965,1,29.5,5,0,1,"low"
"306",18725,18724,"vein",70955,183,138,180,136,3.588235294,2.264817823,1.645207439,2.1430148,"Noun",184,1,3.556651965,1,13,4,3,1,"low"
"307",3226,3225,"chute",11489,184,116,181,115,3.607843137,2.267171728,1.382927992,2.068185862,"Noun",174,0.972067039,3.559005871,1,27.75,5,0,1,"low"
"308",7045,7044,"fudge",26202,185,122,148,102,3.62745098,2.269512944,1.454458751,2.089905111,"Noun",168,0.903225806,3.561347086,1,22.25,5,3,1,"low"
"309",10215,10214,"loft",37748,186,104,180,101,3.647058824,2.271841607,1.239866476,2.021189299,"Noun",185,0.994623656,3.563675749,1,16,4,6,1,"low"
"310",10060,10059,"limp",37337,187,152,183,149,3.666666667,2.274157849,1.812112542,2.184691431,"Noun",109,0.579787234,3.565991991,1,18,4,6,1,"low"
"311",653,652,"arch",2944,188,117,107,85,3.68627451,2.276461804,1.394849785,2.071882007,"Noun",138,0.734042553,3.568295946,1,7.33,4,1,1,"low"
"312",9577,9576,"knot",35868,188,151,187,150,3.68627451,2.276461804,1.800190749,2.181843588,"Noun",181,0.962765957,3.568295946,1,10.67,4,4,1,"low"
"313",13801,13800,"prop",50627,188,140,167,127,3.68627451,2.276461804,1.669051025,2.149219113,"Noun",141,0.75,3.568295946,1,13.67,4,9,1,"low"
"314",15333,15332,"scalp",56749,188,141,177,135,3.68627451,2.276461804,1.680972818,2.152288344,"Noun",158,0.844919786,3.568295946,1,18.5,5,3,1,"low"
"315",2200,2199,"brunch",8148,189,107,180,102,3.705882353,2.278753601,1.275631855,2.033423755,"Noun",139,0.735449735,3.570587743,1,38.6,6,2,1,"low"
"316",9616,9615,"lace",36068,189,136,144,117,3.705882353,2.278753601,1.621363853,2.136720567,"Noun",174,0.920634921,3.570587743,1,23.33,4,13,1,"low"
"317",11082,11081,"mink",40771,189,77,123,70,3.705882353,2.278753601,0.917978064,1.892094603,"Noun",189,1,3.570587743,1,31.33,4,13,1,"low"
"318",13900,13899,"pub",51057,190,115,169,112,3.725490196,2.281033367,1.371006199,2.064457989,"Noun",190,1,3.572867509,1,6.5,3,11,1,"low"
"319",14942,14941,"rogue",55444,190,114,123,103,3.725490196,2.281033367,1.359084406,2.06069784,"Noun",175,0.921052632,3.572867509,1,17.75,5,1,1,"low"
"320",17785,17784,"thirst",66012,190,152,185,150,3.725490196,2.281033367,1.812112542,2.184691431,"Noun",167,0.878947368,3.572867509,1,36.2,6,0,1,"low"
"321",17775,17774,"thigh",65969,191,152,177,146,3.745098039,2.283301229,1.812112542,2.184691431,"Noun",191,1,3.575135371,1,21.5,5,0,1,"low"
"322",12399,12398,"pact",45838,192,115,185,112,3.764705882,2.285557309,1.371006199,2.064457989,"Noun",193,1,3.577391451,1,20.67,4,7,1,"low"
"323",5680,5679,"elf",21016,193,76,158,67,3.784313725,2.28780173,0.906056271,1.886490725,"Noun",190,0.984455959,3.579635872,1,2,3,3,1,"low"
"324",8038,8037,"hare",29493,195,78,23,17,3.823529412,2.292256071,0.929899857,1.897627091,"Noun",131,0.97761194,3.584090214,1,43.33,4,20,1,"low"
"325",6972,6971,"freight",25924,196,144,178,133,3.843137255,2.294466226,1.716738197,2.161368002,"Noun",195,1,3.586300368,1,30.33,7,0,1,"low"
"326",17316,17315,"swat",64256,196,105,21,20,3.843137255,2.294466226,1.251788269,2.025305865,"Noun",87,0.443877551,3.586300368,1,13.67,4,9,1,"low"
"327",18699,18698,"vase",70874,196,121,191,119,3.843137255,2.294466226,1.442536958,2.086359831,"Noun",196,0.994923858,3.586300368,1,20.67,4,6,1,"low"
"328",5514,5513,"dye",20394,197,139,186,133,3.862745098,2.29666519,1.657129232,2.146128036,"Noun",188,0.954314721,3.588499332,1,3.5,3,8,1,"low"
"329",7738,7737,"grove",28588,197,101,59,40,3.862745098,2.29666519,1.204101097,2.008600172,"Noun",170,0.862944162,3.588499332,1,39.25,5,5,1,"low"
"330",694,693,"ark",3101,199,82,46,42,3.901960784,2.301029996,0.977587029,1.919078092,"Noun",186,0.934673367,3.592864138,1,3,3,5,1,"low"
"331",12744,12743,"pea",46833,199,127,159,111,3.901960784,2.301029996,1.514067716,2.10720997,"Noun",207,0.990430622,3.592864138,1,6.5,3,11,1,"low"
"332",19472,19471,"wrath",73636,199,148,163,130,3.901960784,2.301029996,1.76442537,2.173186268,"Noun",199,1,3.592864138,1,40.5,5,0,1,"low"
