Word|s	FREQcount|f	CDcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	syllables|f
broad	751	527	709	502	14.73	2.8762	6.28	2.7226	Adjective	697.0	0.93	Adjective.Name.Noun	697.34.20	4.168051983	1
broken	3634	2409	3450	2356	71.25	3.5605	28.72	3.382	Verb	2247.0	0.62	Verb.Adjective	2247.1382	4.852338557	2
brother	2400	1271	1945	1078	47.06	3.3804	15.15	3.1045	Noun	2412.0	1.0	Noun.Name.Verb	2412.5.1	4.672226302	2
brush	722	584	645	534	14.16	2.8591	6.96	2.7672	Verb	406.0	0.56	Verb.Noun.Name	406.314.1	4.150972439	1
buck	1721	697	612	469	33.75	3.236	8.31	2.8439	Noun	1678.0	0.98	Noun.Verb.Name	1678.30.8	4.527867289	1
bucket	511	391	467	374	10.02	2.7093	4.66	2.5933	Noun	507.0	0.99	Noun.Name	507.3	4.001104103	2
buck	2866	1596	2841	1592	56.2	3.4574	19.03	3.2033	Noun	2834.0	0.99	Noun.Name.Verb	2834.22.8	4.749261835	1
buddy	619	461	597	453	12.14	2.7924	5.5	2.6646	Noun	616.0	1.0	Noun.Name	616.2	4.084225832	2
budget	513	362	491	348	10.06	2.711	4.32	2.5599	Noun	499.0	0.97	Noun.Verb	499.14	4.002797261	2
bug	1068	583	878	541	20.94	3.029	6.95	2.7664	Noun	730.0	0.68	Noun.Verb.Name	730.338.1	4.320811847	1
bug	695	419	566	369	13.63	2.8426	5.0	2.6232	Noun	611.0	0.88	Noun.Verb	611.84	4.134443382	1
build	2452	1542	2327	1484	48.08	3.3897	18.38	3.1884	Verb	2354.0	0.96	Verb.Noun	2354.98	4.68153169	1
building	5078	2411	4690	2305	99.57	3.7058	28.74	3.3824	Noun	4332.0	0.85	Noun.Verb	4332.740	4.997612355	2
built	2099	1446	2040	1421	41.16	3.3222	17.24	3.1605	Verb	2099.0	1.0	Verb	2099	4.614053437	1
bull	1403	665	917	497	27.51	3.1474	7.93	2.8235	Noun	905.0	0.7	Noun.Name	905.396	4.43920125	1
bullet	1950	1006	1676	966	38.24	3.2903	11.99	3.003	Noun	1947.0	1.0	Noun	1947	4.582091412	2
bullet	901	588	843	561	17.67	2.9552	7.01	2.7701	Noun	903.0	1.0	Noun	903	4.24704068	2
bum	787	479	726	459	15.43	2.8965	5.71	2.6812	Noun	719.0	0.91	Noun.Verb.Name.Adjective	719.65.1.1	4.18836036	1
bump	630	469	577	449	12.35	2.8	5.59	2.6721	Noun	328.0	0.52	Noun.Verb	328.302	4.091863501	1
bunch	3003	2105	2846	2027	58.88	3.4777	25.1	3.3235	Noun	2982.0	0.99	Noun.Verb	2982.18	4.76953407	1
bunny	946	340	430	215	18.55	2.9763	4.05	2.5328	Noun	934.0	0.99	Noun.Name	934.12	4.268184121	2
bureau	568	353	186	152	11.14	2.7551	4.21	2.549	Noun	566.0	1.0	Noun.Name	566.1	4.046946409	2
burger	522	305	339	227	10.24	2.7185	3.64	2.4857	Noun	520.0	1.0	Noun.Name	520.1	4.010335831	2
burned	1448	1038	1379	1006	28.39	3.1611	12.37	3.0166	Verb	1401.0	0.97	Verb.Adjective	1401.46	4.452902528	1
burning	1561	1122	1393	1056	30.61	3.1937	13.38	3.0504	Verb	967.0	0.62	Verb.Adjective	967.593	4.485515172	2
bury	1054	757	942	701	20.67	3.0233	9.02	2.8797	Verb	1047.0	0.99	Verb.Name	1047.8	4.315086602	2
bus	3783	1546	3607	1504	74.18	3.578	18.43	3.1895	Noun	3749.0	0.99	Noun.Verb.Name	3749.30.1	4.86978527	1
bush	720	403	369	273	14.12	2.8579	4.8	2.6064	Noun	386.0	0.54	Noun.Name	386.334	4.149769407	1
bust	1406	928	1312	893	27.57	3.1483	11.06	2.968	Verb	1053.0	0.75	Verb.Noun.Adjective	1053.328.24	4.44012824	1
busted	1168	876	1062	801	22.9	3.0678	10.44	2.943	Verb	828.0	0.71	Verb.Adjective.Name	828.269.67	4.359648653	2
buster	823	266	184	150	16.14	2.9159	3.17	2.4265	Noun	422.0	0.52	Noun.Name.Adjective	422.368.18	4.207761354	2
butter	1042	672	945	638	20.43	3.0183	8.01	2.828	Noun	1010.0	0.97	Noun.Verb.Name	1010.29.2	4.310118451	2
button	1441	900	1322	851	28.25	3.159	10.73	2.9547	Noun	1285.0	0.89	Noun.Verb.Name	1285.151.6	4.450799403	2
buying	1679	1262	1607	1223	32.92	3.2253	15.05	3.1014	Verb	1552.0	0.92	Verb.Noun	1552.126	4.517143424	2
buzz	814	383	357	281	15.96	2.9112	4.57	2.5843	Unclassified	789.0	0.99	Unclassified.Noun	789.4	4.202991751	1
cab	1826	961	1709	926	35.8	3.2617	11.46	2.9832	Noun	1822.0	1.0	Noun	1822	4.553572689	1
cabin	1002	459	937	438	19.65	3.0013	5.47	2.6628	Noun	999.0	1.0	Noun	999	4.293135075	2
cable	1108	535	850	505	21.73	3.0449	6.38	2.7292	Noun	1006.0	0.91	Noun.Name.Verb	1006.55.46	4.336765688	2
cage	1034	564	810	481	20.27	3.0149	6.72	2.752	Noun	952.0	0.92	Noun.Name.Verb	952.74.9	4.306774492	1
cake	2298	1197	2197	1169	45.06	3.3615	14.27	3.0785	Noun	2287.0	1.0	Noun.Verb	2287.7	4.653373113	1
cal	530	131	13	12	10.39	2.7251	1.56	2.1206	Noun	525.0	1.0	Noun	525	4.016928663	1
call	4097	2636	4018	2605	80.33	3.6126	31.43	3.4211	Noun	2124.0	0.52	Noun.Verb	2124.1972	4.904406096	1
calm	4541	2466	2998	1948	89.04	3.6572	29.4	3.3922	Verb	3271.0	0.72	Verb.Noun.Adjective.Name	3271.659.603.2	4.949081272	1
camp	2612	1094	2309	1016	51.22	3.4171	13.04	3.0394	Noun	2366.0	0.91	Noun.Name.Verb.Adjective	2366.214.27.3	4.708973552	1
campaign	856	418	825	415	16.78	2.933	4.98	2.6222	Noun	837.0	0.98	Noun.Verb.Name	837.18.1	4.224814964	2
campus	546	287	520	281	10.71	2.738	3.42	2.4594	Noun	545.0	1.0	Noun.Name	545.1	4.029821468	2
cancel	933	727	792	633	18.29	2.9703	8.67	2.8621	Verb	933.0	1.0	Verb	933	4.262181018	2
candle	536	404	504	387	10.51	2.73	4.82	2.6075	Noun	533.0	1.0	Noun	533	4.021808428	2
candy	1825	902	1430	792	35.78	3.2615	10.75	2.9557	Noun	1813.0	1.0	Noun.Name	1813.6	4.553334915	2
cap	956	619	687	524	18.75	2.9809	7.38	2.7924	Noun	765.0	0.9	Noun.Verb	765.81	4.27274608	1
capture	540	408	494	376	10.59	2.7332	4.86	2.6117	Verb	398.0	0.76	Verb.Noun.Name	398.126.1	4.025031407	2
captured	618	457	592	435	12.12	2.7917	5.45	2.6609	Verb	618.0	1.0	Verb	618	4.083524791	2
card	4357	2107	4236	2076	85.43	3.6393	25.12	3.3239	Noun	4343.0	1.0	Noun.Verb	4343.10	4.931121368	1
card	2449	1353	2381	1319	48.02	3.3892	16.13	3.1316	Noun	2447.0	1.0	Noun	2447	4.681000227	1
cared	723	634	720	633	14.18	2.8597	7.56	2.8028	Verb	722.0	1.0	Verb	722	4.151572708	1
career	2305	1506	2250	1493	45.2	3.3629	17.95	3.1781	Noun	2282.0	0.99	Noun.Verb	2282.23	4.654693445	2
care	2023	1555	2014	1548	39.67	3.3062	18.54	3.192	Verb	1969.0	0.97	Verb.Noun	1969.55	4.59804465	1
carpet	594	384	556	368	11.65	2.7745	4.58	2.5855	Noun	586.0	0.98	Noun.Verb	586.9	4.066351108	2
carried	1026	845	1002	833	20.12	3.0116	10.07	2.9274	Verb	1024.0	1.0	Verb.Adjective	1024.1	4.303404586	2
carry	3361	2181	2973	2003	65.9	3.5266	26.0	3.3389	Verb	3360.0	1.0	Verb.Noun	3360.1	4.818431851	2
car	2327	1318	2242	1283	45.63	3.367	15.71	3.1202	Noun	2328.0	1.0	Noun	2328	4.658817118	1
case	1436	969	1422	965	28.16	3.1575	11.55	2.9868	Noun	1432.0	1.0	Noun.Verb	1432.3	4.44929091	2
cash	3694	1919	3231	1801	72.43	3.5676	22.88	3.2833	Noun	3291.0	0.89	Noun.Verb.Name	3291.386.12	4.859448585	1
cast	1180	797	1074	735	23.14	3.0722	9.5	2.902	Verb	848.0	0.72	Verb.Noun.Adjective	848.272.60	4.36408404	1
castle	1099	382	811	315	21.55	3.0414	4.55	2.5832	Noun	1035.0	0.94	Noun.Name	1035.67	4.333226827	2
cat	3383	1386	2855	1241	66.33	3.5294	16.52	3.1421	Noun	3332.0	0.99	Noun.Name	3332.22	4.821264497	1
catching	648	574	606	540	12.71	2.8122	6.84	2.7597	Verb	634.0	0.98	Verb.Adjective	634.11	4.104078839	2
cat	1006	539	838	486	19.73	3.003	6.43	2.7324	Noun	1010.0	1.0	Noun	1010	4.294863613	1
cattle	674	264	624	252	13.22	2.8293	3.15	2.4232	Noun	671.0	1.0	Noun.Verb.Name	671.1.1	4.121137915	2
caught	4791	3063	4578	2985	93.94	3.6805	36.52	3.4863	Verb	4732.0	0.99	Verb.Adjective.Noun	4732.57.3	4.972350952	1
caused	1318	1038	1292	1021	25.84	3.1202	12.37	3.0166	Verb	1316.0	1.0	Verb	1316	4.412078938	1
cave	713	365	666	348	13.98	2.8537	4.35	2.5635	Noun	688.0	0.96	Noun.Verb.Name	688.15.10	4.145532354	1
cell	2772	1459	2656	1430	54.35	3.4429	17.39	3.1644	Noun	2769.0	1.0	Noun	2769	4.734784012	1
cell	610	366	602	364	11.96	2.786	4.36	2.5647	Noun	612.0	1.0	Noun	612	4.077875352	1
center	2335	1255	1512	977	45.78	3.3685	14.96	3.099	Noun	2310.0	0.99	Noun.Name.Verb	2310.11.9	4.660306981	2
central	1262	788	431	327	24.75	3.1014	9.39	2.8971	Adjective	1260.0	1.0	Adjective	1260	4.393237493	2
cent	1114	672	1106	667	21.84	3.0473	8.01	2.828	Noun	1109.0	1.0	Noun	1109	4.33910901	1
certain	4354	2654	4170	2582	85.37	3.639	31.64	3.4241	Adjective	4213.0	0.97	Adjective.Adverb	4213.140	4.930822301	2
chain	1082	739	1021	708	21.22	3.0346	8.81	2.8692	Noun	1020.0	0.94	Noun.Verb	1020.63	4.326462599	1
chair	2511	1553	2442	1525	49.24	3.4	18.51	3.1915	Noun	2449.0	0.98	Noun.Verb.Name	2449.51.2	4.691853777	1
chairman	605	265	273	170	11.86	2.7825	3.16	2.4249	Noun	476.0	0.79	Noun.Name	476.128	4.074306766	2
challenge	1013	700	943	681	19.86	3.006	8.35	2.8457	Noun	630.0	0.62	Noun.Verb	630.383	4.297872097	2
chamber	650	398	536	348	12.75	2.8136	4.74	2.601	Noun	651.0	1.0	Noun	651	4.105415131	2
champ	771	275	475	255	15.12	2.8876	3.28	2.4409	Noun	770.0	1.0	Noun	770	4.179451442	1
champagne	1596	846	1317	751	31.29	3.2033	10.09	2.9279	Noun	1590.0	1.0	Noun	1590	4.495139058	2
chance	1472	1175	1377	1119	28.86	3.1682	14.01	3.0704	Noun	1470.0	1.0	Noun	1470	4.460036889	2
change	1481	1155	1438	1134	29.04	3.1708	13.77	3.063	Noun	909.0	0.61	Noun.Verb.Name	909.571.1	4.462682346	2
changing	1339	1088	1232	1024	26.25	3.1271	12.97	3.037	Verb	1018.0	0.76	Verb.Adjective.Noun	1018.277.38	4.418938941	2
channel	1245	726	659	475	24.41	3.0955	8.66	2.8615	Noun	1129.0	0.91	Noun.Verb.Name	1129.113.1	4.387352184	2
chapter	604	421	410	325	11.84	2.7818	5.02	2.6253	Noun	603.0	1.0	Noun	603	4.073589517	2
charge	4559	2675	4201	2554	89.39	3.659	31.89	3.4275	Noun	2726.0	0.6	Noun.Verb.Preposition	2726.1087.742	4.950798985	1
charged	737	588	706	573	14.45	2.8681	7.01	2.7701	Verb	724.0	0.98	Verb.Adjective	724.14	4.159890504	1
charge	1506	1000	1469	983	29.53	3.1781	11.92	3.0004	Noun	1506.0	1.0	Noun	1506	4.469947394	2
charm	794	597	750	583	15.57	2.9004	7.12	2.7767	Noun	645.0	0.81	Noun.Verb	645.147	4.192201271	1
charming	1434	946	1151	808	28.12	3.1569	11.28	2.9763	Adjective	1411.0	0.99	Adjective.Verb.Noun	1411.10.6	4.448686043	2
chase	1673	944	894	743	32.8	3.2238	11.25	2.9754	Noun	842.0	0.5	Noun.Verb.Name	842.733.96	4.515589596	1
chasing	933	769	882	736	18.29	2.9703	9.17	2.8865	Verb	906.0	0.97	Verb.Noun.Adjective	906.14.11	4.262181018	2
chat	830	644	785	630	16.27	2.9196	7.68	2.8096	Noun	559.0	0.67	Noun.Verb.Name	559.268.4	4.211435166	1
cheap	1848	1304	1668	1224	36.24	3.2669	15.55	3.1156	Adjective	1837.0	1.0	Adjective.Adverb	1837.7	4.558771053	1
cheat	901	616	861	595	17.67	2.9552	7.34	2.7903	Verb	756.0	0.84	Verb.Noun	756.142	4.24704068	1
cheated	627	442	616	439	12.29	2.798	5.27	2.6464	Verb	591.0	0.94	Verb.Adjective	591.35	4.089793786	2
cheating	948	603	891	573	18.59	2.9773	7.19	2.781	Verb	854.0	0.9	Verb.Noun.Adjective	854.56.37	4.269100355	2
checked	2382	1707	2320	1673	46.71	3.3771	20.35	3.2325	Verb	2372.0	1.0	Verb.Adjective	2372.8	4.668958184	1
checking	1656	1323	1496	1223	32.47	3.2193	15.77	3.1219	Verb	1535.0	0.93	Verb.Noun	1535.121	4.511156651	2
check	759	550	738	539	14.88	2.8808	6.56	2.7412	Noun	509.0	0.67	Noun.Verb	509.250	4.172647734	1
cheer	953	733	739	594	18.69	2.9795	8.74	2.8657	Verb	750.0	0.79	Verb.Noun	750.202	4.271382517	1
cheering	690	321	529	267	13.53	2.8395	3.83	2.5079	Verb	641.0	0.93	Verb.Noun.Adjective.Name	641.32.16.1	4.13131219	2
cheer	1158	711	211	171	22.71	3.0641	8.48	2.8525	Interjection	1005.0	0.87	Interjection.Noun	1005.153	4.355917578	1
cheese	1991	1130	1731	1025	39.04	3.2993	13.47	3.0535	Noun	1988.0	1.0	Noun.Name	1988.2	4.591123476	1
chef	606	322	467	282	11.88	2.7832	3.84	2.5092	Noun	603.0	1.0	Noun.Name	603.2	4.075022833	1
cherry	693	377	394	283	13.59	2.8414	4.49	2.5775	Noun	410.0	0.59	Noun.Name	410.283	4.133193613	2
chest	2090	1177	1940	1134	40.98	3.3204	14.03	3.0711	Noun	2085.0	1.0	Noun	2085	4.612188175	1
chick	1334	739	1176	704	26.16	3.1255	8.81	2.8692	Noun	1121.0	0.85	Noun.Verb.Name	1121.139.64	4.417315408	1
chicken	3148	1570	2555	1394	61.73	3.4982	18.72	3.1962	Noun	2915.0	0.93	Noun.Verb.Adjective.Name	2915.186.29.14	4.790006803	2
chicken	520	304	472	285	10.2	2.7168	3.62	2.4843	Noun	522.0	1.0	Noun	522	4.008671865	2
chick	742	466	612	416	14.55	2.871	5.56	2.6693	Noun	656.0	0.89	Noun.Verb.Name	656.47.37	4.162822956	1
chief	3973	1374	1876	995	77.9	3.5992	16.38	3.1383	Noun	2979.0	0.75	Noun.Adjective.Name	2979.978.8	4.891062005	1
childhood	723	559	698	543	14.18	2.8597	6.66	2.7482	Noun	722.0	1.0	Noun	722	4.151572708	2
chill	828	540	559	412	16.24	2.9186	6.44	2.7332	Noun	428.0	0.52	Noun.Verb.Adjective	428.391.7	4.210388673	1
chip	1051	490	799	413	20.61	3.022	5.84	2.6911	Noun	1021.0	0.97	Noun.Verb.Name	1021.22.7	4.313849882	1
chip	828	533	757	497	16.24	2.9186	6.35	2.7275	Noun	822.0	0.99	Noun.Name.Verb	822.5.1	4.210388673	1
chocolate	1499	887	1273	785	29.39	3.1761	10.57	2.9484	Noun	1489.0	1.0	Noun.Name	1489.7	4.467925401	2
choice	4975	3095	4925	3072	97.55	3.6969	36.9	3.4908	Noun	4950.0	1.0	Noun.Adjective.Verb	4950.20.1	4.988714514	1
choice	636	518	628	514	12.47	2.8041	6.18	2.7152	Noun	635.0	1.0	Noun.Verb	635.1	4.095973574	2
choose	2451	1625	2281	1553	48.06	3.3895	19.37	3.2111	Verb	2449.0	1.0	Verb	2449	4.681354608	1
chop	694	453	551	393	13.61	2.842	5.4	2.6571	Noun	568.0	0.82	Noun.Verb.Name	568.121.4	4.133818947	1
chopper	596	297	516	264	11.69	2.776	3.54	2.4742	Noun	586.0	0.99	Noun.Name	586.8	4.067808473	2
chose	952	775	943	773	18.67	2.9791	9.24	2.8899	Verb	951.0	1.0	Verb.Noun	951.1	4.270927043	1
chosen	927	664	880	646	18.18	2.9675	7.92	2.8228	Verb	751.0	0.81	Verb.Adjective	751.175	4.259382118	2
chuck	1096	363	106	91	21.49	3.0402	4.33	2.5611	Verb	547.0	0.5	Verb.Name.Noun	547.523.24	4.33204077	1
chuckle	665	278	414	178	13.04	2.8235	3.31	2.4456	Verb	598.0	0.9	Verb.Noun	598.67	4.115308371	2
cigar	660	387	603	368	12.94	2.8202	4.61	2.5888	Noun	657.0	1.0	Noun	657	4.112035602	2
circle	1097	689	898	596	21.51	3.0406	8.21	2.8388	Noun	949.0	0.86	Noun.Verb	949.150	4.332436482	2
circus	870	450	751	413	17.06	2.94	5.36	2.6542	Noun	868.0	1.0	Noun	868	4.231852297	2
civil	813	571	596	452	15.94	2.9106	6.81	2.7574	Adjective	811.0	1.0	Adjective.Noun	811.1	4.202458547	2
claim	1295	886	1270	876	25.39	3.1126	10.56	2.9479	Verb	730.0	0.56	Verb.Noun	730.563	4.404439144	1
claim	710	550	673	527	13.92	2.8519	6.56	2.7412	Verb	490.0	0.69	Verb.Noun	490.219	4.143703743	1
class	812	555	793	543	15.92	2.9101	6.62	2.7451	Noun	811.0	1.0	Noun.Verb	811.2	4.201924688	2
classic	824	662	658	555	16.16	2.9165	7.89	2.8215	Adjective	509.0	0.62	Adjective.Noun.Name	509.313.1	4.208288091	2
clay	612	215	197	139	12.0	2.7875	2.56	2.3345	Noun	432.0	0.71	Noun.Name	432.180	4.079294617	1
cleaned	907	776	881	758	17.78	2.9581	9.25	2.8904	Verb	906.0	1.0	Verb	906	4.249919991	1
cleaning	1157	883	1077	845	22.69	3.0637	10.53	2.9465	Verb	672.0	0.58	Verb.Noun	672.485	4.355542702	2
cleared	842	687	811	666	16.51	2.9258	8.19	2.8376	Verb	836.0	0.99	Verb.Adjective	836.5	4.217661717	1
clearly	1529	1213	1223	1019	29.98	3.1847	14.46	3.0842	Adverb	1526.0	1.0	Adverb	1526	4.476525573	2
clerk	658	405	558	367	12.9	2.8189	4.83	2.6085	Noun	651.0	0.99	Noun.Name	651.5	4.110719557	1
clever	1391	957	1239	886	27.27	3.1436	11.41	2.9814	Adjective	1395.0	1.0	Adjective	1395	4.435473377	2
client	2715	1020	2693	1014	53.24	3.4339	12.16	3.009	Noun	2709.0	1.0	Noun	2709	4.725763908	2
client	1071	623	1050	616	21.0	3.0302	7.43	2.7952	Noun	1071.0	1.0	Noun	1071	4.322028928	2
climb	1007	724	815	615	19.75	3.0035	8.63	2.8603	Verb	920.0	0.92	Verb.Noun	920.85	4.295294674	1
clinic	714	361	630	329	14.0	2.8543	4.3	2.5587	Noun	714.0	1.0	Noun	714	4.146140184	2
clock	2990	1639	2893	1608	58.63	3.4758	19.54	3.2148	Noun	1461.0	0.97	Noun.Verb	1461.48	4.767650555	1
closed	2758	1862	2649	1822	54.08	3.4408	22.2	3.2702	Verb	2364.0	0.86	Verb.Adjective	2364.387	4.732585843	1
closer	2329	1688	2188	1636	45.67	3.3674	20.12	3.2276	Adverb	1502.0	0.65	Adverb.Adjective	1502.822	4.659190063	2
closet	1381	886	1360	876	27.08	3.1405	10.56	2.9479	Noun	1380.0	1.0	Noun	1380	4.432342185	2
closing	1333	970	1201	905	26.14	3.1252	11.56	2.9872	Verb	774.0	0.58	Verb.Noun.Adjective	774.346.212	4.416989972	2
clothing	553	429	529	417	10.84	2.7435	5.11	2.6335	Noun	540.0	0.98	Noun.Verb	540.13	4.035343907	2
cloud	599	388	498	358	11.75	2.7782	4.63	2.5899	Noun	542.0	0.9	Noun.Verb.Name	542.44.13	4.069985393	1
cloud	511	382	482	361	10.02	2.7093	4.55	2.5832	Noun	499.0	0.98	Noun.Verb	499.12	4.001104103	1
clown	807	446	725	416	15.82	2.9074	5.32	2.6503	Noun	784.0	0.97	Noun.Verb.Name	784.19.2	4.199245503	1
club	5038	2156	3698	1745	98.78	3.7023	25.7	3.3339	Noun	4959.0	0.99	Noun.Name.Verb	4959.19.12	4.994178501	1
club	531	394	513	383	10.41	2.7259	4.7	2.5966	Noun	531.0	1.0	Noun	531	4.017745774	1
clue	898	694	879	683	17.61	2.9538	8.27	2.842	Noun	880.0	0.98	Noun.Verb	880.16	4.245593834	1
coach	2429	599	1399	513	47.63	3.3856	7.14	2.7782	Noun	1496.0	0.62	Noun.Verb.Name	1496.923.3	4.677440416	1
coast	1361	795	771	526	26.69	3.1342	9.48	2.9009	Noun	1355.0	1.0	Noun.Verb.Name	1355.2.2	4.42601125	1
coat	2146	1272	2108	1258	42.08	3.3318	15.16	3.1048	Noun	2097.0	0.98	Noun.Verb.Name	2097.40.1	4.623666187	1
code	2709	1311	2264	1142	53.12	3.433	15.63	3.1179	Noun	2533.0	0.94	Noun.Verb	2533.174	4.724803433	1
coke	948	481	435	234	18.59	2.9773	5.73	2.683	Noun	950.0	1.0	Noun	950	4.269100355	1
collar	536	392	524	387	10.51	2.73	4.67	2.5944	Noun	514.0	0.96	Noun.Verb	514.22	4.021808428	2
collect	1020	791	959	747	20.0	3.009	9.43	2.8987	Verb	972.0	0.95	Verb.Noun	972.46	4.300859884	2
college	4344	1921	3918	1801	85.18	3.638	22.9	3.2838	Noun	4343.0	1.0	Noun.Name	4343.2	4.929823923	2
colonel	4909	642	704	276	96.25	3.6911	7.65	2.8082	Noun	4859.0	0.99	Noun.Name	4859.45	4.982915634	2
column	559	299	528	283	10.96	2.7482	3.56	2.4771	Noun	557.0	1.0	Noun	557	4.040022169	2
com	1750	1241	1618	1164	34.31	3.2433	14.79	3.0941	Noun	173.0	0.82	Noun.Verb.Name	173.30.7	4.535120288	1
coma	626	362	606	355	12.27	2.7973	4.32	2.5599	Noun	626.0	1.0	Noun	626	4.089101683	2
