numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f
8188	8187	hedge	29985	79	58	73	54	1.549	1.9031	0.69146	1.7709	Noun	66	0.83544	3.1949	1	23.5	5	3	1	low	low1	3	30	1	2	31	32	33	34
11331	11330	moor	41611	101	23	82	14	1.9804	2.0086	0.2742	1.3802	Noun	105	0.97222	3.3004	1	26.33	4	6	1	low	low1	3	30	1	2	31	32	33	34
17830	17829	thud	66187	99	72	68	52	1.9412	2	0.85837	1.8633	Noun	80	0.81633	3.2918	1	8.67	4	2	1	low	low1	3	30	1	2	31	32	33	34
13562	13561	prank	49630	204	152	199	151	4	2.3118	1.8121	2.1847	Noun	205	1	3.6036	1	45.75	5	4	1	low	low1	3	30	1	2	31	32	33	34
9640	9639	lag	36143	75	60	71	57	1.4706	1.8808	0.71531	1.7853	Noun	62	0.82667	3.1726	1	10.5	3	22	1	low	low1	3	30	1	2	31	32	33	34
18315	18314	troupe	67921	90	54	77	50	1.7647	1.959	0.64378	1.7404	Noun	79	0.87778	3.2509	1	35.8	6	0	1	low	low1	3	30	1	2	31	32	33	34
7073	7072	funk	26318	161	78	129	69	3.1569	2.2095	0.9299	1.8976	Noun	117	0.73585	3.5013	1	21	4	7	1	low	low1	3	30	1	2	31	32	33	34
13204	13203	plaque	48502	106	65	102	63	2.0784	2.0294	0.77492	1.8195	Noun	106	1	3.3212	1	29.2	6	1	1	low	low1	3	30	1	2	31	32	33	34
9055	9054	intellect	33717	109	98	109	98	2.1373	2.0414	1.1683	1.9956	Noun	109	1	3.3332	3	64.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
868	867	attacker	3720	73	60	69	59	1.4314	1.8692	0.71531	1.7853	Noun	71	0.98611	3.1611	3	44	8	1	1	low	low3	4	40	1	2	41	42	43	44
2394	2393	buttercup	8744	121	44	37	23	2.3725	2.0864	0.52456	1.6532	Noun	116	0.96667	3.3782	3	45.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
17281	17280	surrogate	64098	95	56	91	56	1.8627	1.9823	0.66762	1.7559	Noun	95	1	3.2741	3	58.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
18396	18395	turbulence	68196	99	71	88	65	1.9412	2	0.84645	1.8573	Noun	99	1	3.2918	3	38.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
12003	12002	obstacle	44176	132	107	131	107	2.5882	2.1239	1.2756	2.0334	Noun	132	1	3.4157	3	44.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
5200	5199	domino	19452	205	46	16	16	4.0196	2.3139	0.5484	1.6721	Noun	203	0.99024	3.6057	3	65.6	6	0	1	low	low3	4	40	1	2	41	42	43	44
6141	6140	extraction	23136	126	91	118	87	2.4706	2.1038	1.0849	1.9638	Noun	125	0.99206	3.3956	3	123.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
12538	12537	paragraph	46240	144	109	116	95	2.8235	2.1614	1.2995	2.0414	Noun	144	1	3.4532	3	44.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
17297	17296	suspension	64151	222	152	212	148	4.3529	2.3483	1.8121	2.1847	Noun	222	1	3.6401	3	91.22	10	0	1	low	low3	4	40	1	2	41	42	43	44
15260	15259	sarcasm	56488	146	129	126	114	2.8627	2.1673	1.5379	2.1139	Noun	146	1	3.4592	3	49.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
13588	13587	precision	49714	150	117	142	115	2.9412	2.179	1.3948	2.0719	Noun	150	1	3.4708	3	92.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
4100	4099	cranberry	14933	99	72	82	61	1.9412	2	0.85837	1.8633	Noun	96	0.9697	3.2918	3	43.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
17102	17101	subpoena	63370	113	87	109	83	2.2157	2.0569	1.0372	1.9445	Noun	71	0.63393	3.3487	3	30.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
8815	8814	impostor	32459	101	70	101	70	1.9804	2.0086	0.83453	1.8513	Noun	101	1	3.3004	3	37	8	0	1	low	low3	4	40	1	2	41	42	43	44
6140	6139	extortion	23127	131	112	111	96	2.5686	2.1206	1.3352	2.0531	Noun	131	1	3.4124	3	108.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
12358	12357	ownership	45725	116	95	114	93	2.2745	2.0682	1.1326	1.9823	Noun	116	1	3.36	3	35	9	0	1	low	low3	4	40	1	2	41	42	43	44
3942	3941	correction	14398	163	134	74	64	3.1961	2.2148	1.5975	2.1303	Noun	163	1	3.5067	3	155.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
1436	1435	believer	5565	174	139	168	136	3.4118	2.243	1.6571	2.1461	Noun	174	1	3.5349	3	64	8	2	1	low	low3	4	40	1	2	41	42	43	44
11567	11566	mutiny	42361	126	74	116	70	2.4706	2.1038	0.88221	1.8751	Noun	126	1	3.3956	3	75	6	0	1	low	low3	4	40	1	2	41	42	43	44
11205	11204	modeling	41206	185	107	165	101	3.6275	2.2695	1.2756	2.0334	Noun	138	0.74595	3.5613	3	289.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
14661	14660	resentment	54321	76	69	73	67	1.4902	1.8865	0.8226	1.8451	Noun	76	1	3.1783	3	71.33	10	0	1	low	low3	4	40	1	2	41	42	43	44
3801	3800	container	13808	219	144	210	141	4.2941	2.3424	1.7167	2.1614	Noun	219	1	3.6343	3	95.75	9	1	1	low	low3	4	40	1	2	41	42	43	44
5205	5204	donation	19466	179	137	173	134	3.5098	2.2553	1.6333	2.1399	Noun	179	1	3.5471	3	103	8	0	1	low	low3	4	40	1	2	41	42	43	44
677	676	arena	3024	185	116	154	95	3.6275	2.2695	1.3829	2.0682	Noun	156	0.84324	3.5613	3	21.5	5	0	1	low	low3	4	40	1	2	41	42	43	44
13607	13606	prejudice	49850	163	132	144	122	3.1961	2.2148	1.5737	2.1239	Noun	146	0.89571	3.5067	3	50.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
8785	8784	immigrant	32213	79	61	79	61	1.549	1.9031	0.72723	1.7924	Noun	60	0.75949	3.1949	3	51.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
6844	6843	foreigner	25396	150	102	132	93	2.9412	2.179	1.216	2.0128	Noun	150	1	3.4708	3	58.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
16172	16171	slavery	59736	207	109	175	100	4.0588	2.3181	1.2995	2.0414	Noun	207	1	3.6099	3	100.5	7	1	1	low	low3	4	40	1	2	41	42	43	44
9474	9473	kidnapper	35569	206	92	194	89	4.0392	2.316	1.0968	1.9685	Noun	202	0.98058	3.6078	3	23.88	9	1	1	low	low3	4	40	1	2	41	42	43	44
8680	8679	hyena	31714	72	37	64	35	1.4118	1.8633	0.44111	1.5798	Noun	70	0.97222	3.1552	3	8	5	0	1	low	low3	4	40	1	2	41	42	43	44
259	258	algebra	1519	90	69	67	51	1.7647	1.959	0.8226	1.8451	Noun	74	0.82222	3.2509	3	8.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
13526	13525	pottery	49509	94	61	74	47	1.8431	1.9777	0.72723	1.7924	Noun	94	1	3.2696	3	111	7	2	1	low	low3	4	40	1	2	41	42	43	44
15442	15441	scorpion	57105	136	55	86	39	2.6667	2.1367	0.6557	1.7482	Noun	136	1	3.4286	3	52.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
10119	10118	listener	37496	72	71	72	71	1.4118	1.8633	0.84645	1.8573	Noun	72	1	3.1552	3	100.43	8	1	1	low	low3	4	40	1	2	41	42	43	44
3814	3813	continent	13872	187	135	168	121	3.6667	2.2742	1.6094	2.1335	Noun	185	1	3.566	3	115.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
18678	18677	vanity	70803	210	168	158	135	4.1176	2.3243	2.0029	2.2279	Noun	210	1	3.6161	3	53.6	6	1	1	low	low3	4	40	1	2	41	42	43	44
8268	8267	hernia	30286	91	72	89	70	1.7843	1.9638	0.85837	1.8633	Noun	91	1	3.2556	3	28.8	6	0	1	low	low3	4	40	1	2	41	42	43	44
11079	11078	ministry	40766	196	100	78	41	3.8431	2.2945	1.1922	2.0043	Noun	196	1	3.5863	3	55.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
12141	12140	oppression	44690	76	63	75	63	1.4902	1.8865	0.75107	1.8062	Noun	76	1	3.1783	3	92.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
1919	1918	borderline	7309	81	75	73	70	1.5882	1.9138	0.89413	1.8808	Noun	81	1	3.2056	3	99.22	10	0	1	low	low3	4	40	1	2	41	42	43	44
419	418	analyst	2090	177	109	171	107	3.4706	2.2504	1.2995	2.0414	Noun	177	1	3.5423	3	33.33	7	1	1	low	low3	4	40	1	2	41	42	43	44
5727	5726	eminence	21242	96	37	20	9	1.8824	1.9868	0.44111	1.5798	Noun	96	1	3.2786	3	48.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
331	330	altitude	1765	198	146	175	133	3.8824	2.2989	1.7406	2.1673	Noun	196	0.99492	3.5907	3	35.57	8	2	1	low	low3	4	40	1	2	41	42	43	44
4026	4025	courier	14718	168	98	138	85	3.2941	2.2279	1.1683	1.9956	Noun	155	0.92262	3.5197	3	147	7	0	1	low	low3	4	40	1	2	41	42	43	44
10946	10945	microchip	40377	74	33	70	32	1.451	1.8751	0.39342	1.5315	Noun	74	1	3.1669	3	22.13	9	0	1	low	low3	4	40	1	2	41	42	43	44
1201	1200	barbershop	4802	108	58	89	48	2.1176	2.0374	0.69146	1.7709	Noun	104	0.96296	3.3293	3	31.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
6262	6261	faraway	23543	93	74	81	69	1.8235	1.9731	0.88221	1.8751	Noun	86	0.92473	3.265	3	58.17	7	1	1	low	low3	4	40	1	2	41	42	43	44
14534	14533	relation	53664	210	165	204	161	4.1176	2.3243	1.9671	2.2201	Noun	171	0.81043	3.6161	3	122.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
11130	11129	misfortune	40941	136	117	128	116	2.6667	2.1367	1.3948	2.0719	Noun	136	1	3.4286	3	33.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
4943	4942	dilemma	18203	133	114	123	107	2.6078	2.1271	1.3591	2.0607	Noun	134	1	3.4189	3	27.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
14564	14563	remedy	53808	118	107	115	104	2.3137	2.0755	1.2756	2.0334	Noun	74	0.62712	3.3674	3	41.4	6	0	1	low	low3	4	40	1	2	41	42	43	44
9063	9062	intercom	33797	107	69	84	59	2.098	2.0334	0.8226	1.8451	Noun	107	1	3.3253	3	59	8	0	1	low	low3	4	40	1	2	41	42	43	44
1313	1312	battleship	5128	87	64	70	56	1.7059	1.9445	0.76299	1.8129	Noun	87	1	3.2363	3	29	10	0	1	low	low3	4	40	1	2	41	42	43	44
3243	3242	cinema	11533	198	135	163	111	3.8824	2.2989	1.6094	2.1335	Noun	197	0.99495	3.5907	3	26	6	0	1	low	low3	4	40	1	2	41	42	43	44
7065	7064	fundraiser	26298	97	75	92	71	1.902	1.9912	0.89413	1.8808	Noun	97	1	3.2831	3	37	10	0	1	low	low3	4	40	1	2	41	42	43	44
5023	5022	discomfort	18537	81	70	78	68	1.5882	1.9138	0.83453	1.8513	Noun	81	1	3.2056	3	40.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
15623	15622	seminar	57763	217	132	212	129	4.2549	2.3385	1.5737	2.1239	Noun	217	1	3.6303	3	38.83	7	1	1	low	low3	4	40	1	2	41	42	43	44
18555	18554	unity	69585	138	86	104	72	2.7059	2.143	1.0253	1.9395	Noun	137	0.98561	3.4348	3	27	5	3	1	low	low3	4	40	1	2	41	42	43	44
18621	18620	uterus	70598	92	72	86	70	1.8039	1.9685	0.85837	1.8633	Noun	91	1	3.2603	3	16.4	6	0	1	low	low3	4	40	1	2	41	42	43	44
19113	19112	waterfall	72168	95	67	91	65	1.8627	1.9823	0.79876	1.8325	Noun	95	1	3.2741	3	51.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
2839	2838	caterer	10052	106	79	103	79	2.0784	2.0294	0.94182	1.9031	Noun	106	1	3.3212	3	121.67	7	1	1	low	low3	4	40	1	2	41	42	43	44
4	3	abduction	70	185	111	179	109	3.6275	2.2695	1.3233	2.0492	Noun	185	1	3.5613	3	93.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
14064	14063	quantity	51610	95	81	88	77	1.8627	1.9823	0.96567	1.9138	Noun	95	1	3.2741	3	91	8	1	1	low	low3	4	40	1	2	41	42	43	44
8262	8261	heritage	30268	129	105	98	82	2.5294	2.1139	1.2518	2.0253	Noun	129	1	3.4058	3	55.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
15179	15178	salami	56210	114	77	104	69	2.2353	2.0607	0.91798	1.8921	Noun	113	0.99123	3.3525	3	34.6	6	0	1	low	low3	4	40	1	2	41	42	43	44
12209	12208	origin	44867	227	169	205	154	4.451	2.3579	2.0148	2.2304	Noun	227	1	3.6498	3	35.4	6	0	1	low	low3	4	40	1	2	41	42	43	44
2283	2282	bulletin	8383	183	148	163	137	3.5882	2.2648	1.7644	2.1732	Noun	183	1	3.5567	3	40.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
4646	4645	defender	16828	152	111	127	96	2.9804	2.1847	1.3233	2.0492	Noun	153	1	3.4765	3	87.57	8	1	1	low	low3	4	40	1	2	41	42	43	44
6113	6112	explorer	23003	97	63	58	45	1.902	1.9912	0.75107	1.8062	Noun	97	1	3.2831	3	83.43	8	2	1	low	low3	4	40	1	2	41	42	43	44
7881	7880	gymnastics	28959	78	44	69	40	1.5294	1.8976	0.52456	1.6532	Noun	78	1	3.1895	3	57.22	10	0	1	low	low3	4	40	1	2	41	42	43	44
815	814	assumption	3526	170	151	166	150	3.3333	2.233	1.8002	2.1818	Noun	170	1	3.5248	3	105.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
7478	7477	godmother	27732	82	49	72	44	1.6078	1.9191	0.58417	1.699	Noun	83	1	3.2109	3	30.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
9118	9117	inventor	34156	117	83	114	82	2.2941	2.0719	0.98951	1.9243	Noun	117	1	3.3637	3	61.57	8	1	1	low	low3	4	40	1	2	41	42	43	44
11971	11970	oasis	44038	98	66	75	51	1.9216	1.9956	0.78684	1.8261	Noun	96	1	3.2875	3	15	5	2	1	low	low3	4	40	1	2	41	42	43	44
6107	6106	expertise	22949	203	177	199	175	3.9804	2.3096	2.1102	2.2504	Noun	203	1	3.6015	3	103.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
18540	18539	unicorn	69499	126	37	99	33	2.4706	2.1038	0.44111	1.5798	Noun	125	0.99206	3.3956	3	32.67	7	0	1	low	low3	4	40	1	2	41	42	43	44
12116	12115	opener	44616	173	103	170	103	3.3922	2.2405	1.2279	2.017	Noun	173	1	3.5324	3	107.6	6	1	1	low	low3	4	40	1	2	41	42	43	44
3245	3244	cinnamon	11545	152	100	121	91	2.9804	2.1847	1.1922	2.0043	Noun	152	1	3.4765	3	32.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
17707	17706	testament	65692	120	100	63	56	2.3529	2.0828	1.1922	2.0043	Noun	120	1	3.3746	3	72.13	9	0	1	low	low3	4	40	1	2	41	42	43	44
2354	2353	burrito	8623	84	50	75	49	1.6471	1.9294	0.59609	1.7076	Noun	80	0.94118	3.2213	3	65.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
735	734	arsenal	3226	102	82	95	75	2	2.0128	0.97759	1.9191	Noun	96	0.94118	3.3047	3	37.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
14181	14180	radius	51995	224	194	222	193	4.3922	2.3522	2.3128	2.29	Noun	224	1	3.644	3	35.4	6	1	1	low	low3	4	40	1	2	41	42	43	44
17841	17840	tiara	66267	91	45	88	44	1.7843	1.9638	0.53648	1.6628	Noun	89	1	3.2556	3	25.5	5	0	1	low	low3	4	40	1	2	41	42	43	44
8769	8768	imagery	32147	74	62	72	62	1.451	1.8751	0.73915	1.7993	Noun	74	1	3.1669	3	84.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
319	318	alphabet	1715	127	87	89	77	2.4902	2.1072	1.0372	1.9445	Noun	126	1	3.399	3	16.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
1174	1173	bankruptcy	4718	121	83	104	79	2.3725	2.0864	0.98951	1.9243	Noun	120	1	3.3782	3	14.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
9147	9146	ironing	34304	75	60	74	59	1.4706	1.8808	0.71531	1.7853	Noun	40	0.53333	3.1726	3	288.17	7	1	1	low	low3	4	40	1	2	41	42	43	44
3786	3785	constable	13703	144	67	73	46	2.8235	2.1614	0.79876	1.8325	Noun	114	0.78621	3.4532	3	87.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
531	530	antidote	2497	221	82	213	81	4.3333	2.3464	0.97759	1.9191	Noun	222	1	3.6382	3	44	8	0	1	low	low3	4	40	1	2	41	42	43	44
17457	17456	takeover	64808	80	54	77	53	1.5686	1.9085	0.64378	1.7404	Noun	80	1	3.2003	3	40.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
14715	14714	retainer	54581	108	87	108	87	2.1176	2.0374	1.0372	1.9445	Noun	108	1	3.3293	3	108.29	8	2	1	low	low3	4	40	1	2	41	42	43	44
18915	18914	vitamin	71519	136	101	117	87	2.6667	2.1367	1.2041	2.0086	Noun	136	1	3.4286	3	27.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
11015	11014	militia	40569	115	47	101	44	2.2549	2.0645	0.56032	1.6812	Noun	115	1	3.3563	3	35.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
11080	11079	minivan	40768	81	52	81	52	1.5882	1.9138	0.61993	1.7243	Noun	74	0.925	3.2056	3	37	7	0	1	low	low3	4	40	1	2	41	42	43	44
2674	2673	caravan	9532	74	45	68	42	1.451	1.8751	0.53648	1.6628	Noun	74	1	3.1669	3	64.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
6095	6094	expansion	22879	88	73	82	69	1.7255	1.9494	0.87029	1.8692	Noun	88	1	3.2412	3	78.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
13620	13619	premium	49887	88	71	75	63	1.7255	1.9494	0.84645	1.8573	Noun	50	0.56818	3.2412	3	51.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
7189	7188	gardening	26688	123	93	108	86	2.4118	2.0934	1.1087	1.9731	Noun	123	1	3.3853	3	223.75	9	1	1	low	low3	4	40	1	2	41	42	43	44
4131	4130	creator	15071	142	95	110	67	2.7843	2.1553	1.1326	1.9823	Noun	142	1	3.4472	3	59.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
4291	4290	cubicle	15603	131	62	123	60	2.5686	2.1206	0.73915	1.7993	Noun	130	0.99237	3.4124	3	42.33	7	1	1	low	low3	4	40	1	2	41	42	43	44
10839	10838	membership	39914	165	133	159	129	3.2353	2.2201	1.5856	2.1271	Noun	165	1	3.5119	3	30.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
18605	18604	urgency	70513	73	66	73	66	1.4314	1.8692	0.78684	1.8261	Noun	73	1	3.1611	3	21.83	7	0	1	low	low3	4	40	1	2	41	42	43	44
8677	8676	hydrogen	31687	136	79	122	73	2.6667	2.1367	0.94182	1.9031	Noun	136	1	3.4286	3	24	8	0	1	low	low3	4	40	1	2	41	42	43	44
8703	8702	hypocrite	31827	166	137	154	127	3.2549	2.2227	1.6333	2.1399	Noun	162	0.99387	3.5146	3	63.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
18167	18166	translator	67375	115	77	106	71	2.2549	2.0645	0.91798	1.8921	Noun	114	1	3.3563	3	49.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
16844	16843	stepmother	62361	216	132	182	129	4.2353	2.3365	1.5737	2.1239	Noun	216	1	3.6283	3	26.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
5117	5116	diversion	19156	158	133	151	130	3.098	2.2014	1.5856	2.1271	Noun	158	1	3.4932	3	105.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
12856	12855	perception	47215	180	144	169	136	3.5294	2.2577	1.7167	2.1614	Noun	180	1	3.5495	3	119.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
10329	10328	lullaby	38182	88	66	67	56	1.7255	1.9494	0.78684	1.8261	Noun	88	1	3.2412	3	38	7	0	1	low	low3	4	40	1	2	41	42	43	44
4060	4059	cowardice	14795	91	60	81	55	1.7843	1.9638	0.71531	1.7853	Noun	91	1	3.2556	3	59.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
13003	13002	pianist	47911	86	61	77	55	1.6863	1.9395	0.72723	1.7924	Noun	86	1	3.2314	3	66.83	7	0	1	low	low3	4	40	1	2	41	42	43	44
404	403	amulet	2024	118	37	117	36	2.3137	2.0755	0.44111	1.5798	Noun	116	1	3.3674	3	55.2	6	0	1	low	low3	4	40	1	2	41	42	43	44
13373	13372	pollution	48995	97	77	85	69	1.902	1.9912	0.91798	1.8921	Noun	97	1	3.2831	3	108	9	0	1	low	low3	4	40	1	2	41	42	43	44
15190	15189	saliva	56242	135	92	122	86	2.6471	2.1335	1.0968	1.9685	Noun	135	1	3.4254	3	39	6	0	1	low	low3	4	40	1	2	41	42	43	44
10567	10566	manpower	38996	105	96	102	94	2.0588	2.0253	1.1445	1.9868	Noun	105	1	3.3171	3	63	8	0	1	low	low3	4	40	1	2	41	42	43	44
6431	6430	fiasco	24077	83	70	82	69	1.6275	1.9243	0.83453	1.8513	Noun	84	1	3.2161	3	23	6	0	1	low	low3	4	40	1	2	41	42	43	44
2732	2731	carousel	9743	73	50	52	40	1.4314	1.8692	0.59609	1.7076	Noun	49	0.67123	3.1611	3	60.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
9035	9034	institute	33626	166	123	140	112	3.2549	2.2227	1.4664	2.0934	Noun	158	0.95758	3.5146	3	79.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
3990	3989	councilman	14586	72	35	44	26	1.4118	1.8633	0.41726	1.5563	Noun	53	0.73611	3.1552	3	46.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
3545	3544	collision	12581	137	100	118	90	2.6863	2.1399	1.1922	2.0043	Noun	136	1	3.4317	3	112.75	9	1	1	low	low3	4	40	1	2	41	42	43	44
1225	1224	baroness	4904	134	30	41	14	2.6275	2.1303	0.35765	1.4914	Noun	127	0.96212	3.4222	3	104	8	0	1	low	low3	4	40	1	2	41	42	43	44
11387	11386	mosquito	41766	93	75	72	61	1.8235	1.9731	0.89413	1.8808	Noun	93	1	3.265	3	36	8	0	1	low	low3	4	40	1	2	41	42	43	44
1743	1742	blueberry	6761	131	88	91	65	2.5686	2.1206	1.0491	1.9494	Noun	125	0.9542	3.4124	3	33.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
10398	10397	mackerel	38438	108	87	102	85	2.1176	2.0374	1.0372	1.9445	Noun	108	1	3.3293	3	77.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
12689	12688	patriot	46702	133	95	91	66	2.6078	2.1271	1.1326	1.9823	Noun	129	0.96992	3.4189	3	60	7	0	1	low	low3	4	40	1	2	41	42	43	44
364	363	amendment	1884	209	115	83	52	4.098	2.3222	1.371	2.0645	Noun	209	1	3.6141	3	44.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
11688	11687	negligence	42872	91	69	88	67	1.7843	1.9638	0.8226	1.8451	Noun	91	1	3.2556	3	43.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
15561	15560	secrecy	57520	177	156	171	150	3.4706	2.2504	1.8598	2.1959	Noun	177	1	3.5423	3	38	7	0	1	low	low3	4	40	1	2	41	42	43	44
15368	15367	scenery	56872	193	161	187	157	3.7843	2.2878	1.9194	2.2095	Noun	193	1	3.5796	3	88.83	7	0	1	low	low3	4	40	1	2	41	42	43	44
1491	1490	betrayal	5865	216	191	201	178	4.2353	2.3365	2.2771	2.2833	Noun	217	1	3.6283	3	44.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
18940	18939	volcano	71619	170	108	161	101	3.3333	2.233	1.2876	2.0374	Noun	169	1	3.5248	3	26.83	7	0	1	low	low3	4	40	1	2	41	42	43	44
17968	17967	tolerance	66689	130	106	121	101	2.549	2.1173	1.2637	2.0294	Noun	130	1	3.4091	3	77.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
14431	14430	redemption	53085	112	91	89	77	2.1961	2.0531	1.0849	1.9638	Noun	112	1	3.3449	3	129.33	10	0	1	low	low3	4	40	1	2	41	42	43	44
3569	3568	coloring	12644	92	76	88	73	1.8039	1.9685	0.90606	1.8865	Noun	70	0.76087	3.2603	3	307.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
635	634	arabic	2898	174	72	9	6	3.4118	2.243	0.85837	1.8633	Noun	88	0.50575	3.5349	3	40.8	6	0	1	low	low3	4	40	1	2	41	42	43	44
12157	12156	oracle	44730	114	37	31	21	2.2353	2.0607	0.44111	1.5798	Noun	114	1	3.3525	3	66.2	6	0	1	low	low3	4	40	1	2	41	42	43	44
1539	1538	bikini	6046	188	133	160	120	3.6863	2.2765	1.5856	2.1271	Noun	187	1	3.5683	3	56	6	0	1	low	low3	4	40	1	2	41	42	43	44
14291	14290	raspberry	52304	96	71	75	57	1.8824	1.9868	0.84645	1.8573	Noun	93	0.97895	3.2786	3	35.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
277	276	allegiance	1596	159	128	133	106	3.1176	2.2041	1.526	2.1106	Noun	161	1	3.496	3	36.33	10	0	1	low	low3	4	40	1	2	41	42	43	44
13578	13577	precaution	49680	174	156	173	155	3.4118	2.243	1.8598	2.1959	Noun	176	1	3.5349	3	122.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
12082	12081	olympics	44496	217	131	6	6	4.2549	2.3385	1.5618	2.1206	Noun	218	1	3.6303	3	21.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
33	32	acceptance	327	161	140	150	134	3.1569	2.2095	1.6691	2.1492	Noun	162	1	3.5013	3	42.22	10	0	1	low	low3	4	40	1	2	41	42	43	44
11949	11948	nursery	43959	207	139	202	136	4.0588	2.3181	1.6571	2.1461	Noun	207	1	3.6099	3	95.83	7	0	1	low	low3	4	40	1	2	41	42	43	44
1578	1577	biopsy	6191	79	41	73	38	1.549	1.9031	0.48879	1.6232	Noun	79	1	3.1949	3	15	6	0	1	low	low3	4	40	1	2	41	42	43	44
9003	9002	inquiry	33460	178	134	177	133	3.4902	2.2529	1.5975	2.1303	Noun	178	1	3.5447	3	37.17	7	1	1	low	low3	4	40	1	2	41	42	43	44
6849	6848	forensics	25412	192	147	124	97	3.7647	2.2856	1.7525	2.1703	Noun	174	0.91099	3.5774	3	64.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
3678	3677	composer	13078	127	73	116	71	2.4902	2.1072	0.87029	1.8692	Noun	127	1	3.399	3	89.14	8	2	1	low	low3	4	40	1	2	41	42	43	44
8938	8937	informant	33209	213	96	204	94	4.1765	2.3304	1.1445	1.9868	Noun	213	1	3.6222	3	65.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
