orderID,run,list,file_num,cond_code,trigger_code,len,corr_resp,fix_code,word_code,delay_code,audioresp_code,jittered_ISI,total_time,Word,Zipfvalue,cmu_sylls,BF_TP,LEN_L,OLD_file_num,numID,cond,reason_for_change
707,run3,4,list4_3027_chariot_low3,4,40,1,2,41,42,43,44,3450,11450,chariot,3.3089,3,67.5,7,list4_3027_chariot_low3,3027,low3,
708,run3,4,list4_5774_encounter_high3,2,20,1,2,21,22,23,24,3350,11350,encounter,3.7467,3,79.88,9,list4_5774_encounter_high3,5774,high3,
709,run3,4,list4_13455_port_high1,1,10,1,2,11,12,13,14,3500,11500,port,4.1622,1,28.33,4,list4_13455_port_high1,13455,high1,
710,run3,4,list4_14942_rogue_low1,3,30,1,2,31,32,33,34,3450,11450,rogue,3.5729,1,17.75,5,list4_14942_rogue_low1,14942,low1,
711,run3,4,list4_17379_symphony_low3,4,40,1,2,41,42,43,44,3200,11200,symphony,3.5519,3,28.29,8,list4_17379_symphony_low3,17379,low3,
712,run3,4,list4_3742_confession_high3,2,20,1,2,21,22,23,24,3350,11350,confession,4.2171,3,123.78,10,list4_3742_confession_high3,3742,high3,
713,run3,4,list4_19490_writ_low1,3,30,1,2,31,32,33,34,3250,11250,writ,3.2412,1,13.33,4,list4_19490_writ_low1,19490,low1,
714,run3,4,list4_10800_medicine_high3,2,20,1,2,21,22,23,24,3300,11300,medicine,4.5336,3,158.43,8,list4_10800_medicine_high3,10800,high3,
715,run3,4,list4_11318_monument_low3,4,40,1,2,41,42,43,44,3200,11200,monument,3.3637,3,59.14,8,list4_11318_monument_low3,11318,low3,
716,run3,4,list4_16055_sip_high1,1,10,1,2,11,12,13,14,3400,11400,sip,3.7085,1,9,3,list4_16055_sip_high1,16055,high1,
717,run3,4,list4_15425_scoop_high1,1,10,1,2,11,12,13,14,3250,11250,scoop,3.7542,1,21,5,list4_15425_scoop_high1,15425,high1,
718,run3,4,list4_3287_clarity_low3,4,40,1,2,41,42,43,44,3500,11500,clarity,3.3253,3,81.67,7,list4_3287_clarity_low3,3287,low3,
719,run3,4,list4_14683_resistance_high3,2,20,1,2,21,22,23,24,3300,11300,resistance,3.9273,3,68.89,10,list4_14683_resistance_high3,14683,high3,
720,run3,4,list4_3500_coil_low1,3,30,1,2,31,32,33,34,3250,11250,coil,3.2109,1,21.67,4,list4_3500_coil_low1,3500,low1,
721,run4,4,list4_12049_officer_high3,2,20,1,2,21,22,23,24,3300,11300,officer,5.0133,3,73.33,7,list4_12049_officer_high3,12049,high3,
722,run4,4,list4_12314_overcoat_low3,4,40,1,2,41,42,43,44,3450,11450,overcoat,3.1669,3,34.71,8,list4_12314_overcoat_low3,12314,low3,
723,run4,4,list4_13930_pulp_low1,3,30,1,2,31,32,33,34,3400,11400,pulp,3.265,1,15,4,list4_13930_pulp_low1,13930,low1,
724,run4,4,list4_554_aorta_low3,4,40,1,2,41,42,43,44,3250,11250,aorta,3.1895,3,23,5,list4_554_aorta_low3,554,low3,
725,run4,4,list4_19219_wheel_high1,1,10,1,2,11,12,13,14,3450,11450,wheel,4.432,1,30.75,5,list4_19219_wheel_high1,19219,high1,
726,run4,4,list4_15796_sheep_high1,1,10,1,2,11,12,13,14,3300,11300,sheep,4.1282,1,33,5,list4_15796_sheep_high1,15796,high1,
727,run4,4,list4_7393_glance_low1,3,30,1,2,31,32,33,34,3200,11200,glance,3.5373,1,45.6,6,list4_7393_glance_low1,7393,low1,
728,run4,4,list4_16716_stain_high1,1,10,1,2,11,12,13,14,3450,11450,stain,3.7929,1,37.5,5,list4_16716_stain_high1,16716,high1,
729,run4,4,list4_12719_pawn_low1,3,30,1,2,31,32,33,34,3300,11300,pawn,3.6382,1,20,4,list4_12719_pawn_low1,12719,low1,
730,run4,4,list4_17281_surrogate_low3,4,40,1,2,41,42,43,44,3300,11300,surrogate,3.2741,3,58.75,9,list4_17281_surrogate_low3,17281,low3,
731,run4,4,list4_7045_fudge_low1,3,30,1,2,31,32,33,34,3200,11200,fudge,3.5613,1,22.25,5,list4_7045_fudge_low1,7045,low1,
732,run4,4,list4_17268_surge_low1,3,30,1,2,31,32,33,34,3250,11250,surge,3.2696,1,28.25,5,list4_17268_surge_low1,17268,low1,
733,run4,4,list4_18296_troll_low1,3,30,1,2,31,32,33,34,3450,11450,troll,3.4348,1,37.75,5,list4_18296_troll_low1,18296,low1,
734,run4,4,list4_11717_net_high1,1,10,1,2,11,12,13,14,3200,11200,net,4.1917,1,7.5,3,list4_11717_net_high1,11717,high1,
735,run4,4,list4_17289_survivor_low3,4,40,1,2,41,42,43,44,3200,11200,survivor,3.6382,3,33.86,8,list4_17289_survivor_low3,17289,low3,
736,run4,4,list4_15561_secrecy_low3,4,40,1,2,41,42,43,44,3250,11250,secrecy,3.5423,3,38,7,list4_15561_secrecy_low3,15561,low3,
737,run4,4,list4_3613_commander_high3,2,20,1,2,21,22,23,24,3350,11350,commander,4.5678,3,83.63,9,list4_3613_commander_high3,3613,high3,
738,run4,4,list4_6830_fore_low1,3,30,1,2,31,32,33,34,3250,11250,fore,3.4254,1,32.33,4,list4_6830_fore_low1,6830,low1,...I just don't like this word?
739,run4,4,list4_8262_heritage_low3,4,40,1,2,41,42,43,44,3500,11500,heritage,3.4058,3,55.86,8,list4_8262_heritage_low3,8262,low3,
740,run4,4,list4_897_audience_high3,2,20,1,2,21,22,23,24,3500,11500,audience,4.4041,3,43.71,8,list4_897_audience_high3,897,high3,
741,run4,4,list4_10362_lust_high1,1,10,1,2,11,12,13,14,3200,11200,lust,3.7467,1,24.33,4,list4_10362_lust_high1,10362,high1,
742,run4,4,list4_16665_squad_high1,1,10,1,2,11,12,13,14,3400,11400,squad,4.332,1,7,5,list4_16665_squad_high1,16665,high1,
743,run4,4,list4_6262_faraway_low3,4,40,1,2,41,42,43,44,3250,11250,faraway,3.265,3,58.17,7,list4_6262_faraway_low3,6262,low3,weird compound word
744,run4,4,list4_7005_fright_low1,3,30,1,2,31,32,33,34,3450,11450,fright,3.4441,1,38.8,6,list4_7005_fright_low1,7005,low1,
745,run4,4,list4_18820_victory_high3,2,20,1,2,21,22,23,24,3450,11450,victory,4.3312,3,48.17,7,list4_18820_victory_high3,18820,high3,
746,run4,4,list4_13952_punishment_high3,2,20,1,2,21,22,23,24,3250,11250,punishment,4.1282,3,41.67,10,list4_13952_punishment_high3,13952,high3,
747,run4,4,list4_13818_proposal_high3,2,20,1,2,21,22,23,24,3200,11200,proposal,3.9441,3,68.71,8,list4_13818_proposal_high3,13818,high3,
748,run4,4,list4_13809_property_high3,2,20,1,2,21,22,23,24,3400,11400,property,4.522,3,80,8,list4_13809_property_high3,13809,high3,
749,run4,4,list4_1157_bane_low1,3,30,1,2,31,32,33,34,3200,11200,bane,3.2696,1,36.67,4,list4_1157_bane_low1,1157,low1,
750,run4,4,list4_13939_pump_high1,1,10,1,2,11,12,13,14,3250,11250,pump,4.1021,1,16.67,4,list4_13939_pump_high1,13939,high1,
751,run4,4,list4_9474_kidnapper_low3,4,40,1,2,41,42,43,44,3250,11250,kidnapper,3.6078,3,23.88,9,list4_9474_kidnapper_low3,9474,low3,negative connotation
752,run4,4,list4_4049_cavalry_high3,2,20,1,2,21,22,23,24,3450,11450,cavalry,3.794261262,3,43.17,7,list4_4049_coverage_high3,4049,high3,2 syllable word
753,run4,4,list4_4574_debt_high1,1,10,1,2,11,12,13,14,3450,11450,debt,4.1528,1,7.67,4,list4_4574_debt_high1,4574,high1,
754,run4,4,list4_14409_recording_high3,2,20,1,2,21,22,23,24,3300,11300,recording,4.1663,3,230.5,9,list4_14409_recording_high3,14409,high3,
755,run4,4,list4_18698_varsity_low3,4,40,1,2,41,42,43,44,3300,11300,varsity,3.2461,3,74.5,7,list4_18698_varsity_low3,18698,low3,adjective
756,run4,4,list4_7344_gig_high1,1,10,1,2,11,12,13,14,3200,11200,gig,4.0492,1,5,3,list4_7344_gig_high1,7344,high1,
757,run4,4,list4_7808_guilt_high1,1,10,1,2,11,12,13,14,3200,11200,guilt,4.1732,1,25.25,5,list4_7808_guilt_high1,7808,high1,
758,run4,4,list4_4790_designer_high3,2,20,1,2,21,22,23,24,3400,11400,designer,3.72,3,82.14,8,list4_4790_designer_high3,4790,high3,
759,run4,4,list4_6849_forensics_low3,4,40,1,2,41,42,43,44,3350,11350,forensics,3.5774,3,64.63,9,list4_6849_forensics_low3,6849,low3,
760,run4,4,list4_6619_flan_low1,3,30,1,2,31,32,33,34,3500,11500,flan,3.2314,1,20.67,4,list4_6619_flan_low1,6619,low1,
761,run5,4,list4_13373_pollution_low3,4,40,1,2,41,42,43,44,3500,11500,pollution,3.2831,3,108,9,list4_13373_pollution_low3,13373,low3,
762,run5,4,list4_10423_magician_high3,2,20,1,2,21,22,23,24,3300,11300,magician,3.884,3,42.57,8,list4_10423_magician_high3,10423,high3,
763,run5,4,list4_3004_chap_high1,1,10,1,2,11,12,13,14,3350,11350,chap,3.8037,1,13,4,list4_3004_chap_high1,3004,high1,
764,run5,4,list4_9836_leash_low1,3,30,1,2,31,32,33,34,3300,11300,leash,3.6343,1,44,5,list4_9836_leash_low1,9836,low1,
765,run5,4,list4_19475_wreck_high1,1,10,1,2,11,12,13,14,3200,11200,wreck,4.1357,1,29,5,list4_19475_wreck_high1,19475,high1,
766,run5,4,list4_16474_space_high1,1,10,1,2,11,12,13,14,3350,11350,space,4.8195,1,33.25,5,list4_16474_space_high1,16474,high1,
767,run5,4,list4_16819_stealth_low1,3,30,1,2,31,32,33,34,3300,11300,stealth,3.4472,1,47.5,7,list4_16819_stealth_low1,16819,low1,
768,run5,4,list4_17355_swine_low1,3,30,1,2,31,32,33,34,3200,11200,swine,3.6479,1,37.25,5,list4_17355_swine_low1,17355,low1,
769,run5,4,list4_3305_claw_low1,3,30,1,2,31,32,33,34,3300,11300,claw,3.6421,1,13.33,4,list4_3305_claw_low1,3305,low1,
770,run5,4,list4_9122_investment_high3,2,20,1,2,21,22,23,24,3250,11250,investment,3.9891,3,65,10,list4_9122_investment_high3,9122,high3,
771,run5,4,list4_10164_loaf_high1,1,10,1,2,11,12,13,14,3200,11200,loaf,3.6517,1,20,4,list4_10164_loaf_high1,10164,high1,
772,run5,4,list4_16279_snack_high1,1,10,1,2,11,12,13,14,3300,11300,snack,3.9612,1,27,5,list4_16279_snack_high1,16279,high1,
773,run5,4,list4_16917_stone_high1,1,10,1,2,11,12,13,14,3300,11300,stone,4.6084,1,40,5,list4_16917_stone_high1,16917,high1,
774,run5,4,list4_15109_rut_low1,3,30,1,2,31,32,33,34,3250,11250,rut,3.1895,1,8,3,list4_15109_rut_low1,15109,low1,
775,run5,4,list4_11067_minimum_high3,2,20,1,2,21,22,23,24,3300,11300,minimum,3.9109,3,34.33,7,list4_11067_minimum_high3,11067,high3,
776,run5,4,list4_5606_edition_high3,2,20,1,2,21,22,23,24,3200,11200,edition,3.6898,3,62.17,7,list4_5606_edition_high3,5606,high3,
777,run5,4,list4_3718_concussion_high3,2,20,1,2,21,22,23,24,3450,11450,concussion,3.6536,3,118.33,10,list4_3718_concussion_high3,3718,high3,
778,run5,4,list4_13292_plunge_low1,3,30,1,2,31,32,33,34,3400,11400,plunge,3.3525,1,33.2,6,list4_13292_plunge_low1,13292,low1,
779,run5,4,list4_7631_gratitude_high3,2,20,1,2,21,22,23,24,3450,11450,gratitude,3.8895,3,49.25,9,list4_7631_gratitude_high3,7631,high3,
780,run5,4,list4_4352_currency_low3,4,40,1,2,41,42,43,44,3200,11200,currency,3.5637,3,47.57,8,list4_4352_currency_low3,4352,low3,
781,run5,4,list4_11331_moor_low1,3,30,1,2,31,32,33,34,3250,11250,moor,3.3004,1,26.33,4,list4_11331_moor_low1,11331,low1,weird word
782,run5,4,list4_8680_hyena_low3,4,40,1,2,41,42,43,44,3250,11250,hyena,3.1552,3,8,5,list4_8680_hyena_low3,8680,low3,
783,run5,4,list4_17816_throne_high1,1,10,1,2,11,12,13,14,3400,11400,throne,3.9373,1,38.6,6,list4_17816_throne_high1,17816,high1,
784,run5,4,list4_15179_salami_low3,4,40,1,2,41,42,43,44,3250,11250,salami,3.3525,3,34.6,6,list4_15179_salami_low3,15179,low3,
785,run5,4,list4_17737_theatre_high3,2,20,1,2,21,22,23,24,3350,11350,theatre,4.0575,3,48.33,7,list4_17737_theatre_high3,17737,high3,"can keep this one (Canadian spelling) or ""theater"" (American spelling), but not both"
786,run5,4,list4_6027_example_high3,2,20,1,2,21,22,23,24,3200,11200,example,4.476,3,39.17,7,list4_6027_example_high3,6027,high3,
787,run5,4,list4_1414_beginner_low3,4,40,1,2,41,42,43,44,3250,11250,beginner,3.2918,3,66.29,8,list4_1414_beginner_low3,1414,low3,
788,run5,4,list4_93_admission_low3,4,40,1,2,41,42,43,44,3300,11300,admission,3.5519,3,71,9,list4_93_admission_low3,93,low3,
789,run5,4,list4_11094_mint_high1,1,10,1,2,11,12,13,14,3450,11450,mint,3.7359,1,32.67,4,list4_11094_mint_high1,11094,high1,
790,run5,4,list4_13053_pike_high1,1,10,1,2,11,12,13,14,3400,11400,pike,3.6629,1,15.67,4,list4_13053_pike_high1,13053,high1,
791,run5,4,list4_17102_subpoena_low3,4,40,1,2,41,42,43,44,3200,11200,subpoena,3.3487,3,30.71,8,list4_17102_subpoena_low3,17102,low3,
792,run5,4,list4_18806_vibration_low3,4,40,1,2,41,42,43,44,3450,11450,vibration,3.2003,3,107.63,9,list4_18806_vibration_low3,18806,low3,
793,run5,4,list4_17388_sync_low1,3,30,1,2,31,32,33,34,3350,11350,sync,3.5197,1,0.67,4,list4_17388_sync_low1,17388,low1,
794,run5,4,list4_8966_injection_low3,4,40,1,2,41,42,43,44,3250,11250,injection,3.6182,3,115.75,9,list4_8966_injection_low3,8966,low3,negative connotation
795,run5,4,list4_5072_disposal_high3,2,20,1,2,21,22,23,24,3400,11400,disposal,3.6915,3,56.71,8,list4_5072_disposal_high3,5072,high3,
796,run5,4,list4_9531_kit_high1,1,10,1,2,11,12,13,14,3300,11300,kit,4.2466,1,7,3,list4_9531_kit_high1,9531,high1,
797,run5,4,list4_9547_knack_low1,3,30,1,2,31,32,33,34,3450,11450,knack,3.399,1,25.5,5,list4_9547_knack_low1,9547,low1,
798,run5,4,list4_14462_referee_low3,4,40,1,2,41,42,43,44,3350,11350,referee,3.5567,3,75.5,7,list4_14462_referee_low3,14462,low3,
799,run5,4,list4_17298_suspicion_high3,2,20,1,2,21,22,23,24,3500,11500,suspicion,3.8647,3,66.38,9,list4_17298_suspicion_high3,17298,high3,
800,run5,4,list4_11869_norm_low1,3,30,1,2,31,32,33,34,3200,11200,norm,3.5248,1,20.33,4,list4_11869_norm_low1,11869,low1,
801,run1,5,list5_2979_challenger_low3,4,40,1,2,41,42,43,44,3500,11500,challenger,3.1839,3,42.44,10,list5_2979_challenger_low3,2979,low3,
802,run1,5,list5_18725_vein_low1,3,30,1,2,31,32,33,34,3400,11400,vein,3.5567,1,13,4,list5_18725_vein_low1,18725,low1,
803,run1,5,list5_3104_chess_high1,1,10,1,2,11,12,13,14,3300,11300,chess,3.8728,1,28.5,5,list5_3104_chess_high1,3104,high1,
804,run1,5,list5_7716_groove_low1,3,30,1,2,31,32,33,34,3500,11500,groove,3.6202,1,41.6,6,list5_7716_groove_low1,7716,low1,
805,run1,5,list5_2845_cathedral_low3,4,40,1,2,41,42,43,44,3200,11200,cathedral,3.5729,3,37.5,9,list5_2845_cathedral_low3,2845,low3,
806,run1,5,list5_11471_mud_high1,1,10,1,2,11,12,13,14,3200,11200,mud,4.1709,1,3.5,3,list5_11471_mud_high1,11471,high1,
807,run1,5,list5_5591_ecstasy_low3,4,40,1,2,41,42,43,44,3300,11300,ecstasy,3.504,3,33.67,7,list5_5591_ecstasy_low3,5591,low3,
808,run1,5,list5_1286_batch_low1,3,30,1,2,31,32,33,34,3200,11200,batch,3.6202,1,45,5,list5_1286_batch_low1,1286,low1,
809,run1,5,list5_4260_crunch_low1,3,30,1,2,31,32,33,34,3350,11350,crunch,3.5471,1,39.8,6,list5_4260_crunch_low1,4260,low1,
810,run1,5,list5_17935_toad_high1,1,10,1,2,11,12,13,14,3450,11450,toad,3.7557,1,22.67,4,list5_17935_toad_high1,17935,high1,
811,run1,5,list5_7301_gentleman_high3,2,20,1,2,21,22,23,24,3400,11400,gentleman,4.6214,3,28.38,9,list5_7301_gentleman_high3,7301,high3,
812,run1,5,list5_7048_fugitive_high3,2,20,1,2,21,22,23,24,3500,11500,fugitive,3.7151,3,64.71,8,list5_7048_fugitive_high3,7048,high3,
813,run1,5,list5_6879_formation_low3,4,40,1,2,41,42,43,44,3350,11350,formation,3.6015,3,124.5,9,list5_6879_formation_low3,6879,low3,
814,run1,5,list5_9237_jazz_high1,1,10,1,2,11,12,13,14,3350,11350,jazz,4.0765,1,6.67,4,list5_9237_jazz_high1,9237,high1,
815,run1,5,list5_6049_excitement_high3,2,20,1,2,21,22,23,24,3350,11350,excitement,4.0905,3,56.67,10,list5_6049_excitement_high3,6049,high3,
816,run1,5,list5_2643_capital_high3,2,20,1,2,21,22,23,24,3350,11350,capital,4.1041,3,51,7,list5_2643_capital_high3,2643,high3,
817,run1,5,list5_10308_loyalty_high3,2,20,1,2,21,22,23,24,3200,11200,loyalty,4.0671,3,27.67,7,list5_10308_loyalty_high3,10308,high3,
818,run1,5,list5_97_adoption_high3,2,20,1,2,21,22,23,24,3350,11350,adoption,3.672,3,78.57,8,list5_97_adoption_high3,97,high3,
819,run1,5,list5_808_assignment_high3,2,20,1,2,21,22,23,24,3300,11300,assignment,4.2523,3,41.78,10,list5_808_assignment_high3,808,high3,
820,run1,5,list5_10919_meteor_low3,4,40,1,2,41,42,43,44,3500,11500,meteor,3.5495,3,34.2,6,list5_10919_meteor_low3,10919,low3,
821,run1,5,list5_2817_catalog_low3,4,40,1,2,41,42,43,44,3350,11350,catalog,3.4679,3,43.17,7,list5_2817_catalog_low3,2817,low3,
822,run1,5,list5_4499_dash_high1,1,10,1,2,11,12,13,14,3500,11500,dash,3.7818,1,27,4,list5_4499_dash_high1,4499,high1,
823,run1,5,list5_13196_plant_high1,1,10,1,2,11,12,13,14,3300,11300,plant,4.4407,1,43.5,5,list5_13196_plant_high1,13196,high1,
824,run1,5,list5_15941_shrine_low1,3,30,1,2,31,32,33,34,3200,11200,shrine,3.4737,1,90,6,list5_15941_shrine_low1,15941,low1,
825,run1,5,list5_8475_hoof_low1,3,30,1,2,31,32,33,34,3300,11300,hoof,3.2412,1,27.67,4,list5_8475_hoof_low1,8475,low1,
826,run1,5,list5_3814_continent_low3,4,40,1,2,41,42,43,44,3500,11500,continent,3.566,3,115.5,9,list5_3814_continent_low3,3814,low3,
827,run1,5,list5_13817_proportion_low3,4,40,1,2,41,42,43,44,3200,11200,proportion,3.438,3,134.67,10,list5_13817_proportion_low3,13817,low3,
828,run1,5,list5_11708_nerd_low1,3,30,1,2,31,32,33,34,3350,11350,nerd,3.5197,1,15.67,4,list5_11708_nerd_low1,11708,low1,
829,run1,5,list5_9619_lack_high1,1,10,1,2,11,12,13,14,3250,11250,lack,4.249,1,33.33,4,list5_9619_lack_high1,9619,high1,
830,run1,5,list5_2096_brew_low1,3,30,1,2,31,32,33,34,3500,11500,brew,3.4024,1,13,4,list5_2096_brew_low1,2096,low1,
831,run1,5,list5_12683_patio_low3,4,40,1,2,41,42,43,44,3300,11300,patio,3.4189,3,30,5,list5_12683_patio_low3,12683,low3,
832,run1,5,list5_12118_opening_high3,2,20,1,2,21,22,23,24,3200,11200,opening,4.5843,3,268.83,7,list5_12118_opening_high3,12118,high3,
833,run1,5,list5_11015_militia_low3,4,40,1,2,41,42,43,44,3400,11400,militia,3.3563,3,35.17,7,list5_11015_militia_low3,11015,low3,
834,run1,5,list5_18988_wage_low1,3,30,1,2,31,32,33,34,3300,11300,wage,3.496,1,20.67,4,list5_18988_wage_low1,18988,low1,
835,run1,5,list5_5616_eel_low1,3,30,1,2,31,32,33,34,3350,11350,eel,3.1611,1,1.5,3,list5_5616_eel_low1,5616,low1,
836,run1,5,list5_10043_limb_high1,1,10,1,2,11,12,13,14,3200,11200,limb,3.6702,1,15,4,list5_10043_limb_high1,10043,high1,
837,run1,5,list5_16496_spark_high1,1,10,1,2,11,12,13,14,3400,11400,spark,3.7983,1,34.75,5,list5_16496_spark_high1,16496,high1,
838,run1,5,list5_7746_growth_high1,1,10,1,2,11,12,13,14,3250,11250,growth,3.8103,1,37.8,6,list5_7746_growth_high1,7746,high1,
839,run1,5,list5_18822_video_high3,2,20,1,2,21,22,23,24,3400,11400,video,4.6153,3,23,5,list5_18822_video_high3,18822,high3,
840,run1,5,list5_14523_rehearsal_high3,2,20,1,2,21,22,23,24,3350,11350,rehearsal,4.0953,3,56.13,9,list5_14523_rehearsal_high3,14523,high3,
841,run2,5,list5_17603_teenager_high3,2,20,1,2,21,22,23,24,3300,11300,teenager,3.8384,3,55.71,8,list5_17603_teenager_high3,17603,high3,
842,run2,5,list5_10701_mat_low1,3,30,1,2,31,32,33,34,3350,11350,mat,3.5447,1,11.5,3,list5_10701_mat_low1,10701,low1,
843,run2,5,list5_7801_guild_low1,3,30,1,2,31,32,33,34,3500,11500,guild,3.3089,1,24.5,5,list5_7801_guild_low1,7801,low1,
844,run2,5,list5_10579_manual_high3,2,20,1,2,21,22,23,24,3350,11350,manual,3.9036,3,54.4,6,list5_10579_manual_high3,10579,high3,
845,run2,5,list5_12316_overdose_low3,4,40,1,2,41,42,43,44,3200,11200,overdose,3.4286,3,37.57,8,list5_12316_overdose_low3,12316,low3,negative connotation
846,run2,5,list5_5135_ice_high1,1,10,1,2,11,12,13,14,3500,11500,ice,4.900146185,1,2,3,list5_5135_doc_high1,5135,high1,not a word
847,run2,5,list5_2200_brunch_low1,3,30,1,2,31,32,33,34,3450,11450,brunch,3.5706,1,38.6,6,list5_2200_brunch_low1,2200,low1,
848,run2,5,list5_12660_patch_high1,1,10,1,2,11,12,13,14,3400,11400,patch,4.2407,1,46.5,5,list5_12660_patch_high1,12660,high1,
849,run2,5,list5_5839_entity_low3,4,40,1,2,41,42,43,44,3350,11350,entity,3.2314,3,43.2,6,list5_5839_entity_low3,5839,low3,
850,run2,5,list5_15100_ruse_low1,3,30,1,2,31,32,33,34,3250,11250,ruse,3.2263,1,20.67,4,list5_15100_ruse_low1,15100,low1,
851,run2,5,list5_112_advisor_low3,4,40,1,2,41,42,43,44,3200,11200,advisor,3.6459,3,21.5,7,list5_112_advisor_low3,112,low3,
852,run2,5,list5_5126_division_high3,2,20,1,2,21,22,23,24,3500,11500,division,4.2682,3,72.14,8,list5_5126_division_high3,5126,high3,
853,run2,5,list5_14066_quarantine_low3,4,40,1,2,41,42,43,44,3450,11450,quarantine,3.6498,3,126,10,list5_14066_quarantine_low3,14066,low3,negative connotation
854,run2,5,list5_7202_gas_high1,1,10,1,2,11,12,13,14,3250,11250,gas,4.8307,1,5,3,list1_7202_gas_high1,7202,high1,"move this or ""gasoline"" to another list"
855,run2,5,list5_18521_underpants_low3,4,40,1,2,41,42,43,44,3500,11500,underpants,3.4708,3,70.44,10,list5_18521_underpants_low3,18521,low3,
856,run2,5,list5_14491_refugee_low3,4,40,1,2,41,42,43,44,3450,11450,refugee,3.2875,3,57,7,list5_14491_refugee_low3,14491,low3,too political
857,run2,5,list5_17053_studio_high3,2,20,1,2,21,22,23,24,3300,11300,studio,4.3677,3,30.8,6,list5_17053_studio_high3,17053,high3,
858,run2,5,list5_13650_pretender_low3,4,40,1,2,41,42,43,44,3500,11500,pretender,3.2696,3,79.13,9,list5_13650_pretender_low3,13650,low3,
859,run2,5,list5_4808_destroyer_low3,4,40,1,2,41,42,43,44,3350,11350,destroyer,3.5613,3,63,9,list5_4808_destroyer_low3,4808,low3,
860,run2,5,list5_12805_penalty_high3,2,20,1,2,21,22,23,24,3300,11300,penalty,3.9593,3,47,7,list5_12805_penalty_high3,12805,high3,
861,run2,5,list5_1193_barbecue_high3,2,20,1,2,21,22,23,24,3300,11300,barbecue,3.9518,3,40.29,8,list5_1193_barbecue_high3,1193,high3,
862,run2,5,list5_16356_sock_high1,1,10,1,2,11,12,13,14,3250,11250,sock,3.9536,1,27.33,4,list5_16356_sock_high1,16356,high1,
863,run2,5,list5_7738_grove_low1,3,30,1,2,31,32,33,34,3450,11450,grove,3.5885,1,39.25,5,list5_7738_grove_low1,7738,low1,
864,run2,5,list5_11199_mockery_low3,4,40,1,2,41,42,43,44,3450,11450,mockery,3.2696,3,101.17,7,list5_11199_mockery_low3,11199,low3,
865,run2,5,list5_6793_food_high1,1,10,1,2,11,12,13,14,3300,11300,food,5.1882,1,28.33,4,list5_6793_food_high1,6793,high1,
866,run2,5,list5_8933_influence_high3,2,20,1,2,21,22,23,24,3350,11350,influence,4.1698,3,62.88,9,list5_8933_influence_high3,8933,high3,
867,run2,5,list5_9476_foundation_high3,2,20,1,2,21,22,23,24,3500,11500,foundation,4.16165235,3,132.22,10,list5_9476_kidnapping_high3,9476,high3,negative connotation
868,run2,5,list5_3213_chum_low1,3,30,1,2,31,32,33,34,3500,11500,chum,3.4877,1,10.33,4,list5_3213_chum_low1,3213,low1,
869,run2,5,list5_13034_pier_high1,1,10,1,2,11,12,13,14,3200,11200,pier,3.8169,1,17,4,list5_13034_pier_high1,13034,high1,
870,run2,5,list5_5680_elf_low1,3,30,1,2,31,32,33,34,3450,11450,elf,3.5796,1,2,3,list5_5680_elf_low1,5680,low1,
871,run2,5,list5_2212_brute_low1,3,30,1,2,31,32,33,34,3300,11300,brute,3.504,1,29.25,5,list5_2212_brute_low1,2212,low1,
872,run2,5,list5_14623_reporter_high3,2,20,1,2,21,22,23,24,3350,11350,reporter,4.3093,3,115.29,8,list5_14623_reporter_high3,14623,high3,
873,run2,5,list5_11537_musician_high3,2,20,1,2,21,22,23,24,3400,11400,musician,3.7818,3,38.71,8,list5_11537_musician_high3,11537,high3,
874,run2,5,list5_15341_scan_high1,1,10,1,2,11,12,13,14,3350,11350,scan,3.974,1,8.67,4,list5_15341_scan_high1,15341,high1,
875,run2,5,list5_16104_ski_high1,1,10,1,2,11,12,13,14,3250,11250,ski,3.9088,1,1.5,3,list5_16104_ski_high1,16104,high1,
876,run2,5,list5_218_heel_high1,1,10,1,2,11,12,13,14,3500,11500,heel,3.869325942,1,25.67,4,list5_218_aisle_high1,218,high1,2 syllable word
877,run2,5,list5_15808_shell_high1,1,10,1,2,11,12,13,14,3300,11300,shell,4.1211,1,34,5,list5_15808_shell_high1,15808,high1,
878,run2,5,list5_1658_bleach_low1,3,30,1,2,31,32,33,34,3500,11500,bleach,3.3674,1,37.4,6,list5_1658_bleach_low1,1658,low1,
879,run2,5,list5_1654_blaze_low1,3,30,1,2,31,32,33,34,3350,11350,blaze,3.3253,1,30,5,list5_1654_blaze_low1,1654,low1,
880,run2,5,list5_2952_certainty_low3,4,40,1,2,41,42,43,44,3450,11450,certainty,3.4822,3,58,9,list5_2952_certainty_low3,2952,low3,
881,run3,5,list5_5751_employment_high3,2,20,1,2,21,22,23,24,3500,11500,employment,3.728,3,45,10,list5_5751_employment_high3,5751,high3,
882,run3,5,list5_9706_lap_high1,1,10,1,2,11,12,13,14,3200,11200,lap,4.1294,1,10,3,list5_9706_lap_high1,9706,high1,
883,run3,5,list5_18932_vogue_low1,3,30,1,2,31,32,33,34,3250,11250,vogue,3.371,1,11.75,5,list5_18932_vogue_low1,18932,low1,
884,run3,5,list5_15623_seminar_low3,4,40,1,2,41,42,43,44,3200,11200,seminar,3.6303,3,38.83,7,list5_15623_seminar_low3,15623,low3,
885,run3,5,list5_12003_obstacle_low3,4,40,1,2,41,42,43,44,3450,11450,obstacle,3.4157,3,44.57,8,list5_12003_obstacle_low3,12003,low3,
