numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	 BF_TP|f	 LEN_L|f	   N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f
9795	32980	inducement	13	13	12	13	12	0.254901961	1.146128036	0.143061516	1.113943352	Noun	13	1	2.437962178	3	62.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
9798	32988	inductee	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	66.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
9799	32990	induction	37	37	35	34	32	0.725490196	1.579783597	0.417262756	1.556302501	Noun	37	1	2.871617739	3	117.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
9801	32993	inductor	3	3	2	3	2	0.058823529	0.602059991	0.023843586	0.477121255	Noun	3	1	1.893894133	3	40	8	0	1	low	low3	4	40	1	2	41	42	43	44
9802	32997	indulgence	49	49	45	49	45	0.960784314	1.698970004	0.536480687	1.662757832	Noun	49	1	2.990804146	3	61.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
9804	33010	industries	45	45	36	37	30	0.882352941	1.662757832	0.429184549	1.568201724	Noun	45	1	2.954591974	3	97.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
9812	33043	inertia	31	31	24	28	22	0.607843137	1.505149978	0.286123033	1.397940009	Noun	31	1	2.79698412	3	37.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
9813	33045	inertness	4	4	4	4	4	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	87.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
9816	33083	infamy	22	22	20	22	20	0.431372549	1.361727836	0.238435861	1.322219295	Noun	22	1	2.653561978	3	20.4	6	0	1	low	low3	4	40	1	2	41	42	43	44
9817	33084	infancy	18	18	17	18	17	0.352941176	1.278753601	0.202670482	1.255272505	Noun	18	1	2.570587743	3	33.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
9822	33098	infarction	14	14	12	14	12	0.274509804	1.176091259	0.143061516	1.113943352	Noun	14	1	2.467925401	3	131.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
9829	33116	inference	12	12	10	12	10	0.235294118	1.113943352	0.11921793	1.041392685	Noun	12	1	2.405777494	3	86.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
9832	33124	inferno	47	47	46	42	41	0.921568627	1.681241237	0.54840248	1.672097858	Noun	48	1	2.97307538	3	35.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
9837	33142	infielder	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	56.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
9839	33144	infighting	12	12	12	11	11	0.235294118	1.113943352	0.143061516	1.113943352	Noun	12	1	2.405777494	3	184.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
9847	33183	inflection	9	9	8	8	7	0.176470588	1	0.095374344	0.954242509	Noun	9	1	2.291834142	3	138.67	10	1	1	low	low3	4	40	1	2	41	42	43	44
9848	33190	infliction	14	14	12	14	12	0.274509804	1.176091259	0.143061516	1.113943352	Noun	14	1	2.467925401	3	140.56	10	1	1	low	low3	4	40	1	2	41	42	43	44
9857	33215	informer	63	63	50	61	50	1.235294118	1.806179974	0.596089652	1.707570176	Noun	63	1	3.098014116	3	69.29	8	1	1	low	low3	4	40	1	2	41	42	43	44
9858	33216	informers	20	20	20	18	18	0.392156863	1.322219295	0.238435861	1.322219295	Noun	20	1	2.614053437	3	81.13	9	0	1	low	low3	4	40	1	2	41	42	43	44
9860	33223	infraction	34	34	32	34	32	0.666666667	1.544068044	0.381497377	1.51851394	Noun	34	1	2.835902186	3	134.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
9864	33248	infuses	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	115.67	7	1	1	low	low3	4	40	1	2	41	42	43	44
9865	33250	infusion	18	18	15	18	15	0.352941176	1.278753601	0.178826896	1.204119983	Noun	18	1	2.570587743	3	64.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
9867	33254	ingenue	15	15	13	15	13	0.294117647	1.204119983	0.154983309	1.146128036	Noun	15	1	2.495954125	3	31.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
9870	33262	ingestion	15	15	14	14	13	0.294117647	1.204119983	0.166905103	1.176091259	Noun	15	1	2.495954125	3	120.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
9878	33296	inhaler	60	60	39	59	39	1.176470588	1.785329835	0.464949928	1.602059991	Noun	60	1	3.077163977	3	121.5	7	1	1	low	low3	4	40	1	2	41	42	43	44
9888	33344	initials	235	235	182	228	178	4.607843137	2.372912003	2.169766333	2.26245109	Noun	234	1	3.664746145	3	53.86	8	0	1	high	high3	2	20	1	2	21	22	23	24
9893	33358	injector	16	16	10	15	9	0.31372549	1.230448921	0.11921793	1.041392685	Noun	16	1	2.522283064	3	38.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
9895	33364	injunction	66	66	40	66	40	1.294117647	1.826074803	0.476871722	1.612783857	Noun	66	1	3.117908945	3	125.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
9896	33370	injuries	378	378	291	367	284	7.411764706	2.57863921	3.469241774	2.465382851	Noun	378	1	3.870473352	3	129.43	8	0	1	high	high3	2	20	1	2	21	22	23	24
9917	33411	innkeeper	22	22	22	15	15	0.431372549	1.361727836	0.262279447	1.361727836	Noun	22	1	2.653561978	3	44.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
9920	33416	innocents	73	73	56	70	56	1.431372549	1.86923172	0.66762041	1.755874856	Noun	72	1	3.161065862	3	63.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
9924	33428	inns	15	15	11	14	11	0.294117647	1.204119983	0.131139723	1.079181246	Noun	18	1	2.495954125	1	14.67	4	2	1	low	low1	3	30	1	2	31	32	33	34
9929	33448	inpatient	6	6	4	5	4	0.117647059	0.84509804	0.047687172	0.698970004	Noun	6	1	2.136932182	3	74.13	9	1	1	low	low3	4	40	1	2	41	42	43	44
9932	33456	inquirer	1	1	1	0	0	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	77.57	8	2	1	low	low3	4	40	1	2	41	42	43	44
9946	33511	insertion	32	32	22	30	22	0.62745098	1.51851394	0.262279447	1.361727836	Noun	32	1	2.810348082	3	138.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
9950	33518	insider	36	36	30	26	22	0.705882353	1.568201724	0.357653791	1.491361694	Noun	36	1	2.860035866	3	95	7	1	1	low	low3	4	40	1	2	41	42	43	44
9957	33542	insistence	21	21	21	21	21	0.411764706	1.342422681	0.250357654	1.342422681	Noun	21	1	2.634256823	3	68.33	10	0	1	low	low3	4	40	1	2	41	42	43	44
9970	33587	installers	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	65.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
9972	33595	instances	34	34	34	34	34	0.666666667	1.544068044	0.405340963	1.544068044	Noun	34	1	2.835902186	3	103.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
9989	33685	insurers	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	98.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
9992	33690	insurgents	30	30	19	28	18	0.588235294	1.491361694	0.226514068	1.301029996	Noun	30	1	2.783195836	3	62.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
9996	33704	integer	7	7	7	6	6	0.137254902	0.903089987	0.083452551	0.903089987	Noun	7	1	2.194924129	3	89.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
10012	33828	interfaith	6	6	3	6	3	0.117647059	0.84509804	0.035765379	0.602059991	Noun	6	1	2.136932182	3	61.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
10017	33857	interlude	22	22	19	22	19	0.431372549	1.361727836	0.226514068	1.301029996	Noun	22	1	2.653561978	3	70.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
10021	33899	internees	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	121.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
10023	33903	internist	14	14	13	13	12	0.274509804	1.176091259	0.154983309	1.146128036	Noun	14	1	2.467925401	3	98.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
10028	33916	interplay	4	4	4	4	4	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	66	9	0	1	low	low3	4	40	1	2	41	42	43	44
10029	33957	interrupts	13	13	13	13	13	0.254901961	1.146128036	0.154983309	1.146128036	Noun	13	1	2.437962178	3	65.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
10031	33978	interval	45	45	37	44	36	0.882352941	1.662757832	0.441106342	1.579783597	Noun	45	1	2.954591974	3	74.43	8	1	1	low	low3	4	40	1	2	41	42	43	44
10036	34003	intestine	52	52	47	52	47	1.019607843	1.72427587	0.560324273	1.681241237	Noun	52	1	3.016110012	3	192.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
10050	34090	introvert	3	3	2	2	1	0.058823529	0.602059991	0.023843586	0.477121255	Noun	3	1	1.893894133	3	66.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
10054	34099	intrusions	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	70.33	10	0	1	low	low3	4	40	1	2	41	42	43	44
10056	34106	intuit	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	24.2	6	0	1	low	low3	4	40	1	2	41	42	43	44
10063	34125	invader	28	28	14	28	14	0.549019608	1.462397998	0.166905103	1.176091259	Noun	28	1	2.75423214	3	90.5	7	2	1	low	low3	4	40	1	2	41	42	43	44
10066	34136	invalids	13	13	10	12	9	0.254901961	1.146128036	0.11921793	1.041392685	Noun	13	1	2.437962178	3	72.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
10078	34166	inversion	13	13	8	12	8	0.254901961	1.146128036	0.095374344	0.954242509	Noun	13	1	2.437962178	3	110.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
10082	34190	investor	65	65	49	64	48	1.274509804	1.819543936	0.584167859	1.698970004	Noun	65	1	3.111378078	3	57.57	8	1	1	low	low3	4	40	1	2	41	42	43	44
10086	34214	invitee	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	71.5	7	2	1	low	low3	4	40	1	2	41	42	43	44
10091	34224	invoices	40	40	33	38	31	0.784313725	1.612783857	0.39341917	1.531478917	Noun	40	1	2.904617999	3	104.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
10093	34243	iodide	9	9	7	9	7	0.176470588	1	0.083452551	0.903089987	Noun	9	1	2.291834142	3	22.2	6	1	1	low	low3	4	40	1	2	41	42	43	44
10094	34244	iodine	64	64	47	60	43	1.254901961	1.812913357	0.560324273	1.681241237	Noun	64	1	3.104747499	3	66.6	6	0	1	low	low3	4	40	1	2	41	42	43	44
10106	34285	irishman	7	7	6	0	0	0.137254902	0.903089987	0.071530758	0.84509804	Noun	7	1	2.194924129	3	33.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
10116	34312	ironwood	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	31.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
10123	34377	irritant	6	6	6	6	6	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	3	54	8	0	1	low	low3	4	40	1	2	41	42	43	44
10132	34406	islander	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	58.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
10135	34410	isle	62	62	38	51	31	1.215686275	1.799340549	0.453028135	1.591064607	Noun	61	1	3.091174692	1	11.33	4	1	1	low	low1	3	30	1	2	31	32	33	34
10145	34437	isotope	25	25	17	25	17	0.490196078	1.414973348	0.202670482	1.255272505	Noun	25	1	2.70680749	3	17	7	0	1	low	low3	4	40	1	2	41	42	43	44
10147	34442	israelis	6	6	6	0	0	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	3	16.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
10148	34443	issuance	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	31.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
10150	34454	italians	19	19	14	2	2	0.37254902	1.301029996	0.166905103	1.176091259	Noun	19	1	2.592864138	3	43.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
10151	34456	italics	5	5	5	4	4	0.098039216	0.77815125	0.059608965	0.77815125	Noun	5	1	2.069985393	3	49.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
10161	34490	ivory	71	71	63	65	58	1.392156863	1.857332496	0.751072961	1.806179974	Noun	71	1	3.149166639	3	18.5	5	0	1	low	low3	4	40	1	2	41	42	43	44
10190	34584	jain	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	1	21	4	9	1	low	low1	3	30	1	2	31	32	33	34
10195	34598	jamaicans	19	19	4	0	0	0.37254902	1.301029996	0.047687172	0.698970004	Noun	19	1	2.592864138	3	37.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
10196	34599	jamb	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	1	12.33	4	2	1	low	low1	3	30	1	2	31	32	33	34
10202	34615	jams	64	64	63	58	58	1.254901961	1.812913357	0.751072961	1.806179974	Noun	64	1	3.104747499	1	16.33	4	7	1	low	low1	3	30	1	2	31	32	33	34
10227	34695	jays	15	15	14	4	4	0.294117647	1.204119983	0.166905103	1.176091259	Noun	11	1	2.495954125	1	10.67	4	13	1	low	low1	3	30	1	2	31	32	33	34
10228	34706	jealousies	11	11	11	11	11	0.215686275	1.079181246	0.131139723	1.079181246	Noun	11	1	2.371015388	3	69.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
10229	34712	jeans	337	337	243	305	225	6.607843137	2.5289167	2.896995708	2.387389826	Noun	337	1	3.820750842	1	52	5	4	1	high	high1	1	10	1	2	11	12	13	14
10251	34802	jetliner	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	77.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
10255	34820	jeweler	53	53	40	50	39	1.039215686	1.73239376	0.476871722	1.612783857	Noun	51	1	3.024227902	3	104.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
10298	34974	joinery	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	94.17	7	1	1	low	low3	4	40	1	2	41	42	43	44
10300	34981	joints	195	195	156	190	153	3.823529412	2.292256071	1.859799714	2.195899652	Noun	195	1	3.584090214	1	54.2	6	1	1	low	low1	3	30	1	2	31	32	33	34
10312	35033	joule	1	1	1	0	0	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	1	29.25	5	0	1	low	low1	3	30	1	2	31	32	33	34
10324	35083	joys	70	70	60	63	57	1.37254902	1.851258349	0.715307582	1.785329835	Noun	78	1	3.143092491	1	10	4	4	1	low	low1	3	30	1	2	31	32	33	34
10328	35095	jubilee	41	41	23	15	13	0.803921569	1.62324929	0.27420124	1.380211242	Noun	41	1	2.915083433	3	61.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
10340	35131	jugglers	9	9	8	7	7	0.176470588	1	0.095374344	0.954242509	Noun	9	1	2.291834142	3	78.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
10344	35139	juice	1371	1371	830	1269	801	26.88235294	3.137354111	9.895088221	2.919601024	Noun	1371	1	4.429188254	1	20.75	5	1	1	high	high1	1	10	1	2	11	12	13	14
10349	35149	jujitsu	16	16	13	13	11	0.31372549	1.230448921	0.154983309	1.146128036	Noun	15	1	2.522283064	3	8.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
10350	35155	jukeboxes	4	4	4	4	4	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	47.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
10363	35196	junipers	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	75.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
10379	35237	justices	23	23	16	15	13	0.450980392	1.380211242	0.190748689	1.230448921	Noun	23	1	2.672045384	3	109.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
10384	35258	juveniles	17	17	15	17	15	0.333333333	1.255272505	0.178826896	1.204119983	Noun	17	1	2.547106647	3	78.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
10393	35318	kangaroos	34	34	22	28	21	0.666666667	1.544068044	0.262279447	1.361727836	Noun	34	1	2.835902186	3	29.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
10406	35371	kayaker	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	72.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
10423	35461	keratin	2	2	1	2	1	0.039215686	0.477121255	0.011921793	0.301029996	Noun	2	1	1.768955397	3	46.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
10429	35478	kerosene	66	66	48	57	43	1.294117647	1.826074803	0.572246066	1.69019608	Noun	66	1	3.117908945	3	42.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
10474	35603	kiln	19	19	14	19	14	0.37254902	1.301029996	0.166905103	1.176091259	Noun	19	1	2.592864138	1	17.67	4	3	1	low	low1	3	30	1	2	31	32	33	34
10476	35605	kilobyte	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	28.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
10479	35608	kilogram	3	3	2	3	2	0.058823529	0.602059991	0.023843586	0.477121255	Noun	3	1	1.893894133	3	19	8	0	1	low	low3	4	40	1	2	41	42	43	44
10488	35618	kilowatt	6	6	5	4	4	0.117647059	0.84509804	0.059608965	0.77815125	Noun	6	1	2.136932182	3	31.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
10490	35620	kilt	31	31	21	30	20	0.607843137	1.505149978	0.250357654	1.342422681	Noun	31	1	2.79698412	1	24.33	4	9	1	low	low1	3	30	1	2	31	32	33	34
10494	35628	kimono	55	55	29	51	29	1.078431373	1.748188027	0.345731998	1.477121255	Noun	55	1	3.040022169	3	21.8	6	0	1	low	low3	4	40	1	2	41	42	43	44
10502	35656	kinds	1121	1121	932	1118	930	21.98039216	3.049992857	11.11111111	2.969881644	Noun	1122	1	4.341826999	1	44.75	5	9	1	high	high1	1	10	1	2	11	12	13	14
10508	35666	kinetics	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	65.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
10512	35675	kingfisher	9	9	4	2	1	0.176470588	1	0.047687172	0.698970004	Noun	9	1	2.291834142	3	28.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
10513	35677	kingmaker	3	3	3	2	2	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	29.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
10535	35734	kitchener	1	1	1	0	0	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	50.13	9	0	1	low	low3	4	40	1	2	41	42	43	44
10537	35739	kite	117	117	76	113	72	2.294117647	2.071882007	0.906056271	1.886490725	Noun	117	1	3.363716149	1	19.67	4	6	1	low	low1	3	30	1	2	31	32	33	34
10556	35790	knave	19	19	14	17	12	0.37254902	1.301029996	0.166905103	1.176091259	Noun	19	1	2.592864138	1	19	5	0	1	low	low1	3	30	1	2	31	32	33	34
10563	35811	knees	1320	1320	946	1298	935	25.88235294	3.120902818	11.27801621	2.976349979	Noun	1317	1	4.41273696	1	71.25	5	1	1	high	high1	1	10	1	2	11	12	13	14
10572	35843	knives	353	353	269	335	255	6.921568627	2.549003262	3.206962327	2.431363764	Noun	353	1	3.840837404	1	90.2	6	1	1	high	high1	1	10	1	2	11	12	13	14
10591	35905	koalas	4	4	2	3	2	0.078431373	0.698970004	0.023843586	0.477121255	Noun	4	1	1.990804146	3	18	6	0	1	low	low3	4	40	1	2	41	42	43	44
10621	36048	laborer	23	23	20	22	20	0.450980392	1.380211242	0.238435861	1.322219295	Noun	23	1	2.672045384	3	85.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
10627	36062	labrador	27	27	17	5	3	0.529411765	1.447158031	0.202670482	1.255272505	Noun	27	1	2.738992173	3	28.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
10628	36063	labs	208	208	137	173	117	4.078431373	2.320146286	1.633285646	2.139879086	Noun	208	1	3.611980428	1	21	4	11	1	low	low1	3	30	1	2	31	32	33	34
10629	36064	labyrinth	41	41	23	38	23	0.803921569	1.62324929	0.27420124	1.380211242	Noun	41	1	2.915083433	3	33.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
10637	36092	lackluster	6	6	5	6	5	0.117647059	0.84509804	0.059608965	0.77815125	Noun	6	1	2.136932182	3	43.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
10652	36133	ladybugs	10	10	7	8	6	0.196078431	1.041392685	0.083452551	0.903089987	Noun	9	1	2.333226827	3	21.14	8	0	1	low	low3	4	40	1	2	41	42	43	44
10665	36174	lakes	105	105	83	58	54	2.058823529	2.025305865	0.989508822	1.924279286	Noun	106	1	3.317140007	1	78.75	5	10	1	low	low1	3	30	1	2	31	32	33	34
10673	36198	lambs	85	85	63	63	46	1.666666667	1.934498451	0.751072961	1.806179974	Noun	85	1	3.226332593	1	21	5	2	1	low	low1	3	30	1	2	31	32	33	34
10683	36232	lamp	657	657	384	640	375	12.88235294	2.818225894	4.577968526	2.58546073	Noun	654	1	4.110060036	1	23.33	4	8	1	high	high1	1	10	1	2	11	12	13	14
10690	36247	lan	417	417	91	271	74	8.176470588	2.621176282	1.084883166	1.963787827	Noun	417	1	3.913010424	1	9	3	18	1	high	high1	1	10	1	2	11	12	13	14
10707	36287	landowner	19	19	16	19	16	0.37254902	1.301029996	0.190748689	1.230448921	Noun	19	1	2.592864138	3	48.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
10709	36293	landscaper	19	19	14	19	14	0.37254902	1.301029996	0.166905103	1.176091259	Noun	19	1	2.592864138	3	32.22	10	2	1	low	low3	4	40	1	2	41	42	43	44
10715	36304	lanes	98	98	77	83	64	1.921568627	1.995635195	0.917978064	1.892094603	Noun	108	1	3.287469337	1	93.25	5	9	1	low	low1	3	30	1	2	31	32	33	34
10717	36309	languages	209	209	176	206	175	4.098039216	2.322219295	2.098235575	2.247973266	Noun	209	1	3.614053437	3	66.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
10719	36322	lanolin	3	3	3	2	2	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	37	7	0	1	low	low3	4	40	1	2	41	42	43	44
10738	36363	larch	7	7	5	2	2	0.137254902	0.903089987	0.059608965	0.77815125	Noun	7	1	2.194924129	1	43.5	5	3	1	low	low1	3	30	1	2	31	32	33	34
10765	36443	latecomer	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	48.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
10766	36446	latency	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	44	7	0	1	low	low3	4	40	1	2	41	42	43	44
10786	36498	lauds	2	2	1	1	1	0.039215686	0.477121255	0.011921793	0.301029996	Noun	2	1	1.768955397	1	32.5	5	1	1	low	low1	3	30	1	2	31	32	33	34
10792	36521	launderer	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	57	9	1	1	low	low3	4	40	1	2	41	42	43	44
10804	36561	lawbreaker	7	7	7	7	7	0.137254902	0.903089987	0.083452551	0.903089987	Noun	7	1	2.194924129	3	20.33	10	0	1	low	low3	4	40	1	2	41	42	43	44
10805	36570	lawmaker	3	3	3	2	2	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	39.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
10809	36575	lawnmower	24	24	23	24	23	0.470588235	1.397940009	0.27420124	1.380211242	Noun	24	1	2.689774151	3	21.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
10811	36579	laws	868	868	592	811	574	17.01960784	2.939019776	7.057701478	2.773054693	Noun	864	1	4.230853919	1	20.33	4	12	1	high	high1	1	10	1	2	11	12	13	14
10814	36589	laxatives	13	13	11	10	8	0.254901961	1.146128036	0.131139723	1.079181246	Noun	13	1	2.437962178	3	66.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
10818	36594	layaway	74	74	17	63	17	1.450980392	1.875061263	0.202670482	1.255272505	Noun	74	1	3.166895406	3	20.5	7	0	1	low	low3	4	40	1	2	41	42	43	44
10820	36598	layering	7	7	7	7	7	0.137254902	0.903089987	0.083452551	0.903089987	Noun	7	1	2.194924129	3	283.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
10827	36611	layperson	7	7	4	7	4	0.137254902	0.903089987	0.047687172	0.698970004	Noun	7	1	2.194924129	3	53.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
10829	36621	laziness	24	24	24	24	24	0.470588235	1.397940009	0.286123033	1.397940009	Noun	24	1	2.689774151	3	80.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
10863	36755	lecturer	41	41	31	37	27	0.803921569	1.62324929	0.369575584	1.505149978	Noun	41	1	2.915083433	3	87.43	8	2	1	low	low3	4	40	1	2	41	42	43	44
10878	36793	leftovers	127	127	110	119	103	2.490196078	2.10720997	1.311397234	2.045322979	Noun	127	1	3.399044112	3	53.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
10880	36797	legacies	6	6	6	6	6	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	3	106.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
10921	36911	leniency	22	22	19	22	19	0.431372549	1.361727836	0.226514068	1.301029996	Noun	22	1	2.653561978	3	48.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
10925	36936	leotard	20	20	16	19	15	0.392156863	1.322219295	0.190748689	1.230448921	Noun	20	1	2.614053437	3	40	7	1	1	low	low3	4	40	1	2	41	42	43	44
10948	36991	letterhead	21	21	19	21	19	0.411764706	1.342422681	0.226514068	1.301029996	Noun	21	1	2.634256823	3	29.33	10	0	1	low	low3	4	40	1	2	41	42	43	44
10964	37019	levelers	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	100.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
10966	37028	leverage	139	139	116	132	113	2.725490196	2.146128036	1.382927992	2.068185862	Noun	139	1	3.437962178	3	61.29	8	1	1	low	low3	4	40	1	2	41	42	43	44
10986	37093	liberals	33	33	27	28	22	0.647058824	1.531478917	0.321888412	1.447158031	Noun	33	1	2.823313059	3	53.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
