num,X,Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Zipfvalue,cmu_sylls
17102,57890,sentiments,81,77,79,76,1.588235294,1.913813852,0.917978064,1.892094603,Noun,80,1,Noun,80,3.205647995,3
17103,57891,sentinel,27,16,12,9,0.529411765,1.447158031,0.190748689,1.230448921,Noun,27,1,Noun,27,2.738992173,3
17111,57913,sepia,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
17131,57942,sequences,40,29,40,29,0.784313725,1.612783857,0.345731998,1.477121255,Noun,40,1,Noun,40,2.904617999,3
17132,57947,sequester,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,3
17135,57955,sequitur,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,3
17136,57956,sequiturs,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17137,57958,sequoias,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17142,57966,seraphim,6,5,4,3,0.117647059,0.84509804,0.059608965,0.77815125,Noun,6,1,Noun,6,2.136932182,3
17144,57972,serbians,4,3,0,0,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,3
17147,57986,sereno,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17148,57987,seres,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17149,57988,serf,9,7,9,7,0.176470588,1,0.083452551,0.903089987,Noun,9,1,Noun,9,2.291834142,1
17151,57990,serfs,16,10,14,10,0.31372549,1.230448921,0.11921793,1.041392685,Noun,16,1,Noun,16,2.522283064,1
17153,58001,serials,11,8,8,6,0.215686275,1.079181246,0.095374344,0.954242509,Noun,11,1,Noun,11,2.371015388,3
17169,58036,serv,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,1
17175,58048,serviceman,8,7,8,7,0.156862745,0.954242509,0.083452551,0.903089987,Noun,8,1,Noun,8,2.246076652,3
17176,58049,servicemen,27,22,25,20,0.529411765,1.447158031,0.262279447,1.361727836,Noun,27,1,Noun,27,2.738992173,3
17177,58050,services,1053,793,732,608,20.64705882,3.022840611,9.453981879,2.899820502,Noun,1056,1,Noun,1056,4.314674753,3
17180,58056,servitude,34,30,34,30,0.666666667,1.544068044,0.357653791,1.491361694,Noun,34,1,Noun,34,2.835902186,3
17193,58083,settlement,322,216,314,213,6.31372549,2.509202522,2.575107296,2.336459734,Noun,322,1,Noun,322,3.801036664,3
17194,58085,settler,4,3,3,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,3
17201,58118,sewerage,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17204,58129,sexiness,5,5,4,4,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,3
17205,58131,sexism,9,8,8,7,0.176470588,1,0.095374344,0.954242509,Noun,9,1,Noun,9,2.291834142,3
17211,58144,sextuplet,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17212,58145,sextuplets,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17215,58174,shacks,27,24,26,23,0.529411765,1.447158031,0.286123033,1.397940009,Noun,27,1,Noun,27,2.738992173,1
17217,58186,shadowland,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17218,58195,shafts,44,36,43,35,0.862745098,1.653212514,0.429184549,1.568201724,Noun,44,1,Noun,44,2.945046656,1
17223,58224,shale,9,7,8,6,0.176470588,1,0.083452551,0.903089987,Noun,9,1,Noun,9,2.291834142,1
17228,58241,shamanism,7,4,2,2,0.137254902,0.903089987,0.047687172,0.698970004,Noun,7,1,Noun,7,2.194924129,3
17236,58272,shank,69,42,53,38,1.352941176,1.84509804,0.500715308,1.633468456,Noun,69,1,Noun,69,3.136932182,1
17238,58277,shant,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,1
17241,58282,shantytown,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
17242,58284,shap,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17243,58294,shard,37,11,36,10,0.725490196,1.579783597,0.131139723,1.079181246,Noun,37,1,Noun,37,2.871617739,1
17244,58295,shards,19,14,18,13,0.37254902,1.301029996,0.166905103,1.176091259,Noun,19,1,Noun,19,2.592864138,1
17246,58305,sharia,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17247,58310,sharks,375,173,292,154,7.352941176,2.575187845,2.062470196,2.240549248,Noun,373,1,Noun,373,3.867021987,1
17255,58351,shawl,70,45,69,44,1.37254902,1.851258349,0.536480687,1.662757832,Noun,70,1,Noun,70,3.143092491,1
17256,58352,shawls,8,4,7,4,0.156862745,0.954242509,0.047687172,0.698970004,Noun,8,1,Noun,8,2.246076652,1
17257,58360,sheaf,2,2,1,1,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,1
17258,58367,shears,48,34,44,33,0.941176471,1.69019608,0.405340963,1.544068044,Noun,48,1,Noun,48,2.982030222,1
17259,58369,sheath,25,23,23,21,0.490196078,1.414973348,0.27420124,1.380211242,Noun,25,1,Noun,25,2.70680749,1
17262,58374,sheaves,4,2,4,2,0.078431373,0.698970004,0.023843586,0.477121255,Noun,4,1,Noun,4,1.990804146,1
17267,58386,sheens,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17268,58388,sheep,685,392,614,372,13.43137255,2.836324116,4.673342871,2.59439255,Noun,680,1,Noun,680,4.128158258,1
17272,58402,sheet,592,464,579,459,11.60784314,2.773054693,5.531711969,2.667452953,Noun,590,1,Noun,590,4.064888836,1
17275,58409,sheik,77,25,46,19,1.509803922,1.892094603,0.298044826,1.414973348,Noun,77,1,Noun,77,3.183928745,1
17277,58411,sheikh,30,9,16,5,0.588235294,1.491361694,0.107296137,1,Noun,27,1,Noun,27,2.783195836,1
17279,58413,sheiks,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,1
17282,58420,shelf,355,274,345,269,6.960784314,2.551449998,3.266571292,2.439332694,Noun,353,1,Noun,353,3.84328414,1
17286,58431,shells,284,200,270,195,5.568627451,2.45484486,2.384358608,2.303196057,Noun,286,1,Noun,286,3.746679002,1
17320,58568,shire,44,18,14,10,0.862745098,1.653212514,0.214592275,1.278753601,Noun,44,1,Noun,44,2.945046656,1
17321,58569,shires,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,1
17324,58579,shirt,2365,1400,2330,1383,46.37254902,3.37401474,16.69051025,3.146438135,Noun,2363,1,Noun,2363,4.665848882,1
17327,58583,shirts,444,333,415,317,8.705882353,2.648360011,3.969957082,2.523746467,Noun,443,1,Noun,443,3.940194153,1
17332,58609,shive,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17336,58621,shoals,12,12,9,9,0.235294118,1.113943352,0.143061516,1.113943352,Noun,12,1,Noun,12,2.405777494,1
17340,58648,shoemakers,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,2,1,Noun,2,1.592864138,3
17356,58687,shopkeeper,20,18,20,18,0.392156863,1.322219295,0.214592275,1.278753601,Noun,20,1,Noun,20,2.614053437,3
17357,58691,shoplifter,25,19,24,18,0.490196078,1.414973348,0.226514068,1.301029996,Noun,25,1,Noun,25,2.70680749,3
17363,58715,shortages,23,16,20,15,0.450980392,1.380211242,0.190748689,1.230448921,Noun,23,1,Noun,23,2.672045384,3
17371,58747,shorts,480,356,460,347,9.411764706,2.682145076,4.244158321,2.552668216,Noun,480,1,Noun,480,3.973979219,1
17374,58759,shots,1447,951,1357,913,28.37254902,3.160768562,11.33762518,2.978636948,Noun,1448,1,Noun,1448,4.452602704,1
17386,58799,showcases,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
17387,58800,showcasing,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
17407,58854,shrift,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,1
17409,58860,shrimp,444,246,384,215,8.705882353,2.648360011,2.932761087,2.392696953,Noun,444,1,Noun,444,3.940194153,1
17413,58867,shrine,151,93,121,88,2.960784314,2.181843588,1.108726753,1.973127854,Noun,151,1,Noun,151,3.47367773,1
17414,58868,shrines,12,10,11,9,0.235294118,1.113943352,0.11921793,1.041392685,Noun,12,1,Noun,12,2.405777494,1
17418,58887,shrub,14,13,14,13,0.274509804,1.176091259,0.154983309,1.146128036,Noun,14,1,Noun,14,2.467925401,1
17419,58889,shrubbery,18,16,18,16,0.352941176,1.278753601,0.190748689,1.230448921,Noun,18,1,Noun,18,2.570587743,3
17420,58890,shrubs,16,14,15,13,0.31372549,1.230448921,0.166905103,1.176091259,Noun,16,1,Noun,16,2.522283064,1
17423,58911,shuffler,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17429,58941,shuttering,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17474,59061,siege,118,91,113,87,2.31372549,2.075546961,1.084883166,1.963787827,Noun,119,1,Noun,119,3.367381104,1
17476,59067,sienna,9,9,6,6,0.176470588,1,0.107296137,1,Noun,9,1,Noun,9,2.291834142,3
17490,59113,signature,622,464,605,459,12.19607843,2.794488047,5.531711969,2.667452953,Noun,622,1,Noun,622,4.086322189,3
17491,59114,signatures,146,108,145,108,2.862745098,2.167317335,1.287553648,2.037426498,Noun,145,1,Noun,145,3.459151477,3
17500,59136,signori,4,3,1,1,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,3
17503,59144,sikhs,3,3,0,0,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,1
17506,59164,silicone,40,33,33,27,0.784313725,1.612783857,0.39341917,1.531478917,Noun,40,1,Noun,40,2.904617999,3
17507,59167,silks,28,23,26,22,0.549019608,1.462397998,0.27420124,1.380211242,Noun,28,1,Noun,28,2.75423214,1
17511,59176,silliness,21,19,20,18,0.411764706,1.342422681,0.226514068,1.301029996,Noun,21,1,Noun,21,2.634256823,3
17537,59278,sines,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17550,59330,sinuses,42,34,41,34,0.823529412,1.633468456,0.405340963,1.544068044,Noun,41,1,Noun,41,2.925302598,3
17555,59350,sires,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17564,59367,sisterhood,32,23,24,18,0.62745098,1.51851394,0.27420124,1.380211242,Noun,32,1,Noun,32,2.810348082,3
17588,59457,skein,5,2,5,2,0.098039216,0.77815125,0.023843586,0.477121255,Noun,5,1,Noun,5,2.069985393,1
17589,59458,skeins,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17590,59463,skeletons,89,68,80,64,1.745098039,1.954242509,0.810681927,1.838849091,Noun,89,1,Noun,89,3.246076652,3
17600,59502,skier,24,17,23,17,0.470588235,1.397940009,0.202670482,1.255272505,Noun,24,1,Noun,24,2.689774151,1
17602,59504,skies,382,282,361,269,7.490196078,2.583198774,3.361945637,2.451786436,Noun,380,1,Noun,380,3.875032916,1
17604,59511,skill,404,327,399,325,7.921568627,2.607455023,3.898426323,2.515873844,Noun,404,1,Noun,404,3.899289165,1
17608,59520,skills,743,591,734,588,14.56862745,2.871572936,7.045779685,2.772321707,Noun,742,1,Noun,742,4.163407078,1
17619,59565,skirmishes,10,10,8,8,0.196078431,1.041392685,0.11921793,1.041392685,Noun,10,1,Noun,10,2.333226827,3
17621,59575,skits,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,1
17627,59597,skulls,124,83,97,75,2.431372549,2.096910013,0.989508822,1.924279286,Noun,124,1,Noun,124,3.388744155,1
17628,59603,skunks,25,21,21,18,0.490196078,1.414973348,0.250357654,1.342422681,Noun,25,1,Noun,25,2.70680749,1
17635,59624,skyrockets,6,6,3,3,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,3
17637,59630,skywriter,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17639,59634,slab,94,66,72,63,1.843137255,1.977723605,0.78683834,1.826074803,Noun,94,1,Noun,94,3.269557747,1
17640,59638,slabs,15,15,15,15,0.294117647,1.204119983,0.178826896,1.204119983,Noun,15,1,Noun,15,2.495954125,1
17642,59648,slacks,56,42,53,41,1.098039216,1.755874856,0.500715308,1.633468456,Noun,56,1,Noun,56,3.047708998,1
17647,59678,slang,71,55,65,52,1.392156863,1.857332496,0.655698617,1.748188027,Noun,71,1,Noun,71,3.149166639,1
17654,59714,slats,20,14,18,13,0.392156863,1.322219295,0.166905103,1.176091259,Noun,17,1,Noun,17,2.614053437,1
17656,59736,slavery,207,109,175,100,4.058823529,2.318063335,1.299475441,2.041392685,Noun,207,1,Noun,207,3.609897477,3
17658,59744,slavs,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17665,59782,sleepiness,3,3,2,2,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
17666,59787,sleepovers,25,22,23,21,0.490196078,1.414973348,0.262279447,1.361727836,Noun,25,1,Noun,25,2.70680749,3
17669,59800,sleeve,286,241,285,241,5.607843137,2.457881897,2.873152122,2.383815366,Noun,286,1,Noun,286,3.749716039,1
17670,59802,sleeves,157,131,151,127,3.078431373,2.198657087,1.561754888,2.120573931,Noun,157,1,Noun,157,3.490491229,1
17672,59808,sleight,25,21,19,18,0.490196078,1.414973348,0.250357654,1.342422681,Noun,25,1,Noun,25,2.70680749,1
17673,59815,sleuths,2,1,1,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,1
17679,59832,slicks,3,3,2,2,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,1
17699,59921,slobs,46,42,41,38,0.901960784,1.672097858,0.500715308,1.633468456,Noun,46,1,Noun,46,2.963932,1
17703,59931,sloop,10,8,10,8,0.196078431,1.041392685,0.095374344,0.954242509,Noun,10,1,Noun,10,2.333226827,1
17704,59942,sloppiness,7,7,5,5,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,3
17705,59952,sloth,74,24,26,18,1.450980392,1.875061263,0.286123033,1.397940009,Noun,74,1,Noun,74,3.166895406,1
17715,59996,sluice,14,9,11,6,0.274509804,1.176091259,0.107296137,1,Noun,14,1,Noun,14,2.467925401,1
17722,60033,slut,579,388,507,354,11.35294118,2.763427994,4.625655699,2.589949601,Noun,579,1,Noun,579,4.055262136,1
17723,60034,sluts,65,51,56,46,1.274509804,1.819543936,0.608011445,1.716003344,Noun,65,1,Noun,65,3.111378078,1
17734,60084,smattering,9,8,6,6,0.176470588,1,0.095374344,0.954242509,Noun,9,1,Noun,9,2.291834142,3
17747,60127,smit,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,1
17751,60144,smock,25,22,25,22,0.490196078,1.414973348,0.262279447,1.361727836,Noun,25,1,Noun,25,2.70680749,1
17765,60235,snails,113,43,79,34,2.215686275,2.056904851,0.512637101,1.643452676,Noun,113,1,Noun,113,3.348738993,1
17770,60251,snapdragon,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17774,60268,snares,9,8,9,8,0.176470588,1,0.095374344,0.954242509,Noun,9,1,Noun,9,2.291834142,1
17778,60296,snee,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17795,60369,snobbery,10,9,9,8,0.196078431,1.041392685,0.107296137,1,Noun,10,1,Noun,10,2.333226827,3
17833,60531,sobriquet,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17836,60547,socialists,9,8,8,7,0.176470588,1,0.095374344,0.954242509,Noun,9,1,Noun,9,2.291834142,3
17837,60549,socialites,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,3
17851,60594,sodium,126,80,87,59,2.470588235,2.103803721,0.953743443,1.908485019,Noun,126,1,Noun,126,3.395637863,3
17860,60617,softener,23,18,23,18,0.450980392,1.380211242,0.214592275,1.278753601,Noun,23,1,Noun,23,2.672045384,3
17871,60646,sojourner,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
17883,60682,soles,47,40,46,39,0.921568627,1.681241237,0.476871722,1.612783857,Noun,47,1,Noun,47,2.97307538,1
17894,60717,soloist,10,9,10,9,0.196078431,1.041392685,0.107296137,1,Noun,10,1,Noun,10,2.333226827,3
17895,60718,soloists,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
17898,60725,solution,807,636,788,628,15.82352941,2.907411361,7.582260372,2.804139432,Noun,808,1,Noun,808,4.199245503,3
17899,60726,solutions,76,61,65,56,1.490196078,1.886490725,0.727229375,1.792391689,Noun,76,1,Noun,76,3.178324867,3
17900,60730,solvency,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,3
17914,60781,sonatas,4,3,3,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,3
17918,60789,songs,1132,615,1088,598,22.19607843,3.05422991,7.331902718,2.789580712,Noun,1133,1,Noun,1133,4.346064052,1
17923,60807,sons,921,615,803,557,18.05882353,2.964730921,7.331902718,2.789580712,Noun,927,1,Noun,927,4.256565063,1
17925,60821,soot,55,35,44,31,1.078431373,1.748188027,0.417262756,1.556302501,Noun,55,1,Noun,55,3.040022169,1
17928,60830,soothsayer,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,3
17931,60855,sopranos,14,9,4,3,0.274509804,1.176091259,0.107296137,1,Noun,14,1,Noun,14,2.467925401,3
17935,60863,sorcerers,20,18,20,18,0.392156863,1.322219295,0.214592275,1.278753601,Noun,20,1,Noun,20,2.614053437,3
17937,60866,sorcery,33,22,30,21,0.647058824,1.531478917,0.262279447,1.361727836,Noun,33,1,Noun,33,2.823313059,3
17942,60877,sores,60,41,40,39,1.176470588,1.785329835,0.488793515,1.62324929,Noun,59,1,Noun,59,3.077163977,1
17950,60903,sos,27,19,0,0,0.529411765,1.447158031,0.226514068,1.301029996,Noun,27,1,Noun,27,2.738992173,3
17952,60905,soss,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17953,60906,sot,13,12,13,12,0.254901961,1.146128036,0.143061516,1.113943352,Noun,12,1,Noun,12,2.437962178,1
17958,60918,souk,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,1
17960,60927,souls,754,503,716,488,14.78431373,2.877946952,5.996661898,2.702430536,Noun,751,1,Noun,751,4.169781094,1
17964,60945,soup,1285,763,1189,722,25.19607843,3.109240969,9.096328088,2.883093359,Noun,1283,1,Noun,1283,4.401075111,1
17966,60948,soups,17,15,16,14,0.333333333,1.255272505,0.178826896,1.204119983,Noun,20,1,Noun,20,2.547106647,1
17972,60968,sousaphone,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
17976,60982,southerner,11,9,1,1,0.215686275,1.079181246,0.107296137,1,Noun,11,1,Noun,11,2.371015388,3
17980,60996,souvenir,240,202,221,186,4.705882353,2.382017043,2.408202194,2.307496038,Noun,239,1,Noun,239,3.673851185,3
17981,60997,souvenirs,118,94,110,90,2.31372549,2.075546961,1.120648546,1.977723605,Noun,118,1,Noun,118,3.367381104,3
17985,61004,soviets,90,43,1,1,1.764705882,1.959041392,0.512637101,1.643452676,Noun,90,1,Noun,90,3.250875534,3
17988,61012,sox,178,68,10,5,3.490196078,2.252853031,0.810681927,1.838849091,Noun,178,1,Noun,178,3.544687173,1
17991,61018,spa,239,139,213,130,4.68627451,2.380211242,1.657129232,2.146128036,Noun,238,1,Noun,238,3.672045384,1
18006,61048,spades,133,103,118,94,2.607843137,2.127104798,1.227944683,2.017033339,Noun,133,1,Noun,133,3.418938941,1
18010,61052,spaghetti,302,194,250,175,5.921568627,2.481442629,2.312827849,2.290034611,Noun,304,1,Noun,304,3.773276771,3
18011,61058,spam,59,41,16,7,1.156862745,1.77815125,0.488793515,1.62324929,Noun,59,1,Noun,59,3.069985393,1
18027,61124,spas,10,10,10,10,0.196078431,1.041392685,0.11921793,1.041392685,Noun,10,1,Noun,10,2.333226827,1
18029,61131,spate,10,8,10,8,0.196078431,1.041392685,0.095374344,0.954242509,Noun,10,1,Noun,10,2.333226827,1
18030,61134,spats,39,13,17,10,0.764705882,1.602059991,0.154983309,1.146128036,Noun,39,1,Noun,39,2.893894133,1
18032,61141,spatulas,13,6,13,6,0.254901961,1.146128036,0.071530758,0.84509804,Noun,13,1,Noun,13,2.437962178,3
18039,61195,specialty,272,240,261,231,5.333333333,2.436162647,2.861230329,2.382017043,Noun,272,1,Noun,272,3.727996789,3
18043,61204,specifics,96,90,94,88,1.882352941,1.986771734,1.072961373,1.959041392,Noun,96,1,Noun,96,3.278605876,3
18044,61209,specimen,242,175,234,171,4.745098039,2.385606274,2.086313782,2.245512668,Noun,238,1,Noun,238,3.677440416,3
18045,61210,specimens,91,74,90,74,1.784313725,1.963787827,0.882212685,1.875061263,Noun,89,1,Noun,89,3.255621969,3
18046,61217,specks,14,13,12,12,0.274509804,1.176091259,0.154983309,1.146128036,Noun,14,1,Noun,14,2.467925401,1
18048,61220,spectacle,131,116,130,115,2.568627451,2.120573931,1.382927992,2.068185862,Noun,131,1,Noun,131,3.412408073,3
18049,61221,spectacles,42,35,38,31,0.823529412,1.633468456,0.417262756,1.556302501,Noun,42,1,Noun,42,2.925302598,3
18050,61227,spectator,46,39,36,32,0.901960784,1.672097858,0.464949928,1.602059991,Noun,46,1,Noun,46,2.963932,3
18051,61228,spectators,52,44,47,40,1.019607843,1.72427587,0.524558894,1.653212514,Noun,52,1,Noun,52,3.016110012,3
18058,61259,speech,1940,1090,1823,1050,38.03921569,3.288025535,12.99475441,3.037824751,Noun,1936,1,Noun,1936,4.579859678,1
18067,61318,sperm,318,161,300,152,6.235294118,2.503790683,1.919408679,2.209515015,Noun,320,1,Noun,320,3.795624825,1
18069,61326,sperms,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,1
18070,61335,sphere,126,47,74,39,2.470588235,2.103803721,0.560324273,1.681241237,Noun,126,1,Noun,126,3.395637863,1
18071,61336,spheres,23,18,20,17,0.450980392,1.380211242,0.214592275,1.278753601,Noun,23,1,Noun,23,2.672045384,1
18074,61343,sphinx,52,31,18,15,1.019607843,1.72427587,0.369575584,1.505149978,Noun,52,1,Noun,52,3.016110012,1
18083,61369,spiel,21,19,21,19,0.411764706,1.342422681,0.226514068,1.301029996,Noun,21,1,Noun,21,2.634256823,1
18088,61394,spillover,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
18093,61407,spine,293,241,288,237,5.745098039,2.46834733,2.873152122,2.383815366,Noun,291,1,Noun,291,3.760181473,1
18094,61410,spines,16,16,16,16,0.31372549,1.230448921,0.190748689,1.230448921,Noun,16,1,Noun,16,2.522283064,1
18104,61435,spire,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,1
18120,61492,spleen,131,91,113,84,2.568627451,2.120573931,1.084883166,1.963787827,Noun,131,1,Noun,131,3.412408073,1
18132,61522,splints,14,12,14,12,0.274509804,1.176091259,0.143061516,1.113943352,Noun,14,1,Noun,14,2.467925401,1
18149,61608,spore,7,6,7,6,0.137254902,0.903089987,0.071530758,0.84509804,Noun,7,1,Noun,7,2.194924129,1
18156,61644,spouse,97,80,96,79,1.901960784,1.991226076,0.953743443,1.908485019,Noun,97,1,Noun,97,3.283060218,1
18160,61676,sprees,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,1
18171,61708,sprite,33,27,9,9,0.647058824,1.531478917,0.321888412,1.447158031,Noun,33,1,Noun,33,2.823313059,1
18179,61742,spurge,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,1
18180,61750,spurs,93,71,85,66,1.823529412,1.973127854,0.846447306,1.857332496,Noun,92,1,Noun,92,3.264961996,1
18186,61774,squad,1096,563,879,494,21.49019608,3.040206628,6.71196948,2.751279104,Noun,1096,1,Noun,1096,4.33204077,1
18189,61777,squads,104,66,90,64,2.039215686,2.021189299,0.78683834,1.826074803,Noun,104,1,Noun,104,3.313023441,1
18190,61782,squalls,3,3,2,2,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,1
18224,61937,stabler,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
18226,61942,staccato,8,7,4,3,0.156862745,0.954242509,0.083452551,0.903089987,Noun,8,1,Noun,8,2.246076652,3
18227,61951,stadium,312,184,185,122,6.117647059,2.495544338,2.193609919,2.267171728,Noun,312,1,Noun,312,3.78737848,3
18228,61952,stadiums,13,11,10,10,0.254901961,1.146128036,0.131139723,1.079181246,Noun,13,1,Noun,13,2.437962178,3
18235,61983,stagnation,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,3
18238,61995,staircases,12,11,12,11,0.235294118,1.113943352,0.131139723,1.079181246,Noun,12,1,Noun,12,2.405777494,3
18250,62039,stamina,81,72,78,69,1.588235294,1.913813852,0.858369099,1.86332286,Noun,81,1,Noun,81,3.205647995,3
18253,62056,stance,96,73,93,73,1.882352941,1.986771734,0.870290892,1.86923172,Noun,95,1,Noun,95,3.278605876,1
18271,62096,staph,25,14,23,13,0.490196078,1.414973348,0.166905103,1.176091259,Noun,25,1,Noun,25,2.70680749,1
18272,62101,stapler,44,30,41,28,0.862745098,1.653212514,0.357653791,1.491361694,Noun,44,1,Noun,44,2.945046656,3
18273,62102,staplers,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
